"order","family","sci_name","common_name","iucn_2024","status","mass_g","habitat","habitat_density","migration","trophic_level","trophic_niche","primary_lifestyle","range_size","lifespan","repro_age","clutches_per_year","kipps_distance","hand_wing_index","nest_type","majority_nesting_location","most_common_nesting_location","second_nesting_location","nest_category","any_tree_nest","ground_nest","shrub_nest","snag_nest","live_tree_nest","conifer_nest","deciduous_nest","majority_foraging_location","most_common_foraging_location","second_foraging_location","av_id","elton_id","d_id","elton_common_name","elton_sci_name","elton_syn","d_sci_name","for_hawking","for_foliage_gleaning","for_bark_gleaning","fstimb","diet_inv","diet_nect","diet_seed","for_strat_ground","for_strat_understory","for_strat_canopy","elevational_range","forest_use","primary_habitat","habitat_breadth","primary_diet","diet_breadth","eco_spec_index","old_growth"
"CHARADRIIFORMES"," Scolopacidae","Phalaropus fulicarius","Red Phalarope","LC","",55.6,"Marine","open",3,"Carnivore","Aquatic predator","Terrestrial",3783736.3,6,1.5,1.25,65.4,52.8,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2525,4148,1770,"Red Phalarope","Phalaropus fulicarius",NA,NA,0,0,0,0,80,0,10,50,0,0,NA,0,"Coastal",4,"Invertebrate",2,1.097,0
"CHARADRIIFORMES"," Scolopacidae","Phalaropus lobatus","Red-necked Phalarope","LC","",36.7,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",9098836.74,10,1,2,54.4,49.6,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2524,4146,1760,"Red-necked Phalarope","Phalaropus lobatus",NA,NA,0,0,0,0,80,0,20,50,0,0,1300,0,"Wetland",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Xenus cinereus","Terek Sandpiper","LC","Rare/Accidental",78.8,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",11623048.49,NA,NA,NA,70,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2526,4101,NA,"Terek Sandpiper",NA,NA,NA,NA,NA,NA,NA,60,0,40,50,0,0,1530,3,"Grassland",6,"Invertebrate",2,0.921,0
"CHARADRIIFORMES"," Scolopacidae","Actitis macularius","Spotted Sandpiper","LC","",40.4,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",13627000.39,12,1,1,47.6,47.5,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2528,4104,1780,"Spotted Sandpiper","Actitis macularius",NA,NA,0,0,0,0,80,0,0,80,0,0,4700,0,"Riparian",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Tringa solitaria","Solitary Sandpiper","LC","",48.4,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",5546518.4,15,1,1,63.9,49.7,"cup","tree","live_tree_nest","any_tree_nest","built.structure",100,0,0,0,100,60,40,NA,"ground","water",2530,4098,1790,"Solitary Sandpiper","Tringa solitaria",NA,NA,0,0,0,0,80,0,0,50,0,0,2500,2,"Wetland",6,"Invertebrate",1,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Tringa brevipes","Gray-tailed Tattler","LC","Rare/Accidental",127,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",2714985.56,NA,NA,NA,85.5,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,4,"Riparian",6,"Invertebrate",2,0.921,0
"CHARADRIIFORMES"," Scolopacidae","Tringa incana","Wandering Tattler","LC","",108.2,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",1273879.07,15,2,1,90.5,55.3,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2532,4106,1800,NA,"Heteroscelus incanus","Tringa incana","Heteroscelus incanus",0,0,0,0,80,0,0,50,0,0,1230,0,"Riparian",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Scolopacidae","Tringa glareola","Wood Sandpiper","LC","Rare/Accidental",62.1,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",16979550.25,11,1,1,60.2,48.4,"saucer","ground","ground_nest","live_tree_nest","built.structure",20,80,0,0,20,10,10,NA,"ground","water",2539,4100,1840,"Wood Sandpiper","Tringa glareola",NA,NA,0,0,0,0,100,0,0,50,0,0,1000,2,"Wetland",8,"Invertebrate",3,0.62,0
"CHARADRIIFORMES"," Scolopacidae","Tringa flavipes","Lesser Yellowlegs","VU","Vulnerable",77.5,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",4592693.99,5,1,1,79.8,52.8,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2534,4097,1830,"Lesser Yellowlegs","Tringa flavipes",NA,NA,0,0,0,0,100,0,0,50,0,0,3800,0,"Wetland",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Scolopacidae","Tringa semipalmata","Willet","LC","Rare/Accidental",245.7,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",2508839.89,10,1,1,97,47.6,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"water","water","ground",2533,4107,1820,NA,"Catoptrophorus semipalmatus","Tringa semipalmata","Catoptrophorus semipalmatus",0,0,0,0,80,0,0,30,0,0,500,0,"Coastal",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Tringa erythropus","Spotted Redshank","LC","Rare/Accidental",158,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",3716042.92,NA,NA,NA,83,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water","water","ground",2535,4091,NA,"Spotted Redshank",NA,NA,NA,NA,NA,NA,NA,80,0,0,20,0,0,3750,0,"Grassland",6,"Invertebrate",2,0.921,0
"CHARADRIIFORMES"," Scolopacidae","Tringa nebularia","Common Greenshank","LC","Rare/Accidental",187,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",12134126.53,11,1,1,96.9,52.1,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"water","water","ground",2536,4094,1795,"Common Greenshank","Tringa nebularia",NA,NA,0,0,0,0,80,0,0,40,0,0,1200,1,"Forest",5,"Invertebrate",3,0.824,0
"CHARADRIIFORMES"," Scolopacidae","Tringa melanoleuca","Greater Yellowlegs","NT","Near-threatened",161.7,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",4407162.64,15,1.6,1,97.6,50.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"water","water","ground",2537,4096,1810,"Greater Yellowlegs","Tringa melanoleuca",NA,NA,0,0,0,0,80,0,0,20,0,0,4100,2,"Wetland",5,"Invertebrate",3,0.824,0
"CHARADRIIFORMES"," Scolopacidae","Arenaria interpres","Ruddy Turnstone","NT","Near-threatened",136,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",2619753.6,19,2,1,83.4,55.6,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2459,4110,1550,"Ruddy Turnstone","Arenaria interpres",NA,NA,0,0,0,0,80,0,0,100,0,0,4500,0,"Coastal",4,"Invertebrate",3,0.921,0
"CHARADRIIFORMES"," Scolopacidae","Arenaria melanocephala","Black Turnstone","LC","",126.2,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",83412.69,8,1,1,72.5,51.1,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2460,4111,1560,"Black Turnstone","Arenaria melanocephala",NA,NA,0,0,0,0,100,0,0,100,0,0,600,0,"Coastal",4,"Invertebrate",4,0.796,0
"CHARADRIIFORMES"," Scolopacidae","Calidris tenuirostris","Great Knot","EN","Rare/Accidental Endangered",192,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",1486107.22,NA,NA,NA,101.2,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","ground","understory",2461,4117,NA,"Great Knot",NA,NA,NA,NA,NA,NA,NA,50,0,0,80,20,0,1700,0,"Grassland",4,"Invertebrate",3,0.921,0
"CHARADRIIFORMES"," Scolopacidae","Calidris canutus","Red Knot","NT","Near-threatened",141.9,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",1604194.57,19,2,1,95.2,57.9,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2462,4118,1570,"Red Knot","Calidris canutus",NA,NA,0,0,0,0,80,0,10,100,0,0,300,0,"Coastal",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris virgata","Surfbird","LC","",201,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",662683.31,15,1.6,1,94.2,54.5,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2463,4116,1580,NA,"Aphriza virgata","Calidris virgata","Aphriza virgata",0,0,0,0,100,0,0,100,0,0,1800,0,"Rocky",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris pugnax","Ruff","LC","Rare/Accidental",131.7,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",8562266.88,11,1,1,85.3,51,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","understory",2464,4143,1706,NA,"Calidris pugnax","Philomachus pugnax","Philomachus pugnax",0,0,0,0,50,0,10,60,20,0,1000,0,"Wetland",6,"Invertebrate",5,0.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris acuminata","Sharp-tailed Sandpiper","VU","Vulnerable",66.1,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",348177.87,9,1.5,1,70.4,54.5,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2466,4132,1705,"Sharp-tailed Sandpiper","Calidris acuminata",NA,NA,0,0,0,0,80,0,20,80,0,0,800,0,"Wetland",3,"Omnivore",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Calidris ferruginea","Curlew Sandpiper","VU","Rare/Accidental Vulnerable",58.1,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",1198699.06,NA,NA,NA,70.5,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2468,4138,NA,"Curlew Sandpiper",NA,NA,NA,NA,NA,NA,NA,80,0,20,50,0,0,500,0,"Coastal",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Calidris himantopus","Stilt Sandpiper","NT","Near-threatened",57.2,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",399381.42,16,2,1,66,52.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2467,4139,1590,"Stilt Sandpiper","Calidris himantopus",NA,NA,0,0,0,0,80,0,20,50,0,0,2500,0,"Wetland",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Scolopacidae","Calidris temminckii","Temminck's Stint","LC","Rare/Accidental",23,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",3436316.19,NA,NA,NA,47.9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","ground","water",2469,4125,NA,"Temminck's Stint",NA,NA,NA,NA,NA,NA,NA,90,0,0,80,0,0,2400,0,"Grassland",4,"Invertebrate",1,1.398,0
"CHARADRIIFORMES"," Scolopacidae","Calidris ruficollis","Red-necked Stint","NT","Rare/Accidental Near-threatened",26.8,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",971179.99,NA,NA,NA,54.2,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2472,4124,NA,"Red-necked Stint",NA,NA,NA,NA,NA,NA,NA,60,0,40,50,0,0,450,0,"Grassland",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Scolopacidae","Calidris pygmaea","Spoon-billed Sandpiper","CR","Rare/Accidental Critically endangered",31.7,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",54414.21,NA,NA,NA,53.4,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2471,4141,NA,NA,NA,NA,"Eurynorhynchus pygmeus",NA,NA,NA,NA,80,0,20,50,0,0,70,0,"Coastal",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Calidris subruficollis","Buff-breasted Sandpiper","VU","Vulnerable",62.1,"Grassland","open",3,"Carnivore","Omnivore","Terrestrial",642423.52,15,1,1,69.8,54.7,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2481,4140,1670,NA,"Tryngites subruficollis","Calidris subruficollis","Tryngites subruficollis",0,0,0,0,80,0,20,100,0,0,1000,0,"Grassland",2,"Invertebrate",1,1.699,0
"CHARADRIIFORMES"," Scolopacidae","Calidris alba","Sanderling","LC","",51.7,"Coastal","open",3,"Carnivore","Aquatic predator","Terrestrial",1344741.13,13,2,1.5,62.7,52.3,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2473,4120,1600,"Sanderling","Calidris alba",NA,NA,0,0,0,0,60,0,0,100,0,0,60,0,"Coastal",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris alpina","Dunlin","NT","Near-threatened",51.9,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",4754236.34,24,2,1,61.6,53.4,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2474,4135,1610,"Dunlin","Calidris alpina",NA,NA,0,0,0,0,80,0,0,80,0,0,500,0,"Wetland",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris maritima","Purple Sandpiper","LC","Rare/Accidental",65.1,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",2008818.99,20,1.5,1,61,50.5,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","understory",2476,4133,1630,"Purple Sandpiper","Calidris maritima",NA,NA,0,0,0,0,70,0,10,60,20,0,1400,0,"Grassland",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Calidris ptilocnemis","Rock Sandpiper","LC","",81.3,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",320856.4,7,1.5,1,65,49.8,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2475,4134,1620,"Rock Sandpiper","Calidris ptilocnemis",NA,NA,0,0,0,0,100,0,0,50,0,0,300,0,"Grassland",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris bairdii","Baird's Sandpiper","LC","",41,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",2767245.54,15,1,1,66.7,55.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2477,4129,1640,"Baird's Sandpiper","Calidris bairdii",NA,NA,0,0,0,0,100,0,0,80,0,0,4500,0,"Grassland",4,"Invertebrate",1,1.398,0
"CHARADRIIFORMES"," Scolopacidae","Calidris minuta","Little Stint","LC","Rare/Accidental",21.1,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",1734619.92,NA,NA,NA,46.7,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2478,4123,NA,"Little Stint",NA,NA,NA,NA,NA,NA,NA,70,0,0,50,0,0,500,0,"Grassland",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris fuscicollis","White-rumped Sandpiper","VU","Rare/Accidental Vulnerable",43,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",1363375.36,15,1,1,64,54,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2480,4128,1660,"White-rumped Sandpiper","Calidris fuscicollis",NA,NA,0,0,0,0,80,0,20,80,0,0,1200,0,"Wetland",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Scolopacidae","Calidris minutilla","Least Sandpiper","NT","Near-threatened",22.9,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",4973788.94,16,1.2,1,32.1,37.7,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2479,4127,1650,"Least Sandpiper","Calidris minutilla",NA,NA,0,0,0,0,100,0,0,80,0,0,1500,0,"Wetland",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Scolopacidae","Calidris melanotos","Pectoral Sandpiper","LC","",79.7,"Wetland","open",3,"Carnivore","Aquatic predator","Terrestrial",2362488.1,5,1,1,67.1,53.4,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2482,4130,1680,"Pectoral Sandpiper","Calidris melanotos",NA,NA,0,0,0,0,80,0,20,80,0,0,4500,0,"Wetland",4,"Invertebrate",4,0.796,0
"CHARADRIIFORMES"," Scolopacidae","Calidris mauri","Western Sandpiper","LC","",27.8,"Shrubland","open",3,"Carnivore","Aquatic predator","Terrestrial",310485.3,9,1.5,1.1,45.5,49,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,NA,"ground","water",2484,4122,1700,"Western Sandpiper","Calidris mauri",NA,NA,0,0,0,0,90,0,10,50,0,0,2500,0,"Shrub",3,"Invertebrate",1,1.523,0
"CHARADRIIFORMES"," Scolopacidae","Calidris pusilla","Semipalmated Sandpiper","NT","Near-threatened",27.5,"Grassland","open",3,"Carnivore","Aquatic predator","Terrestrial",2634809.84,16,2.5,1,50.9,54.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2483,4121,1690,"Semipalmated Sandpiper","Calidris pusilla",NA,NA,0,0,0,0,80,0,20,80,0,0,400,0,"Grassland",5,"Invertebrate",1,1.301,0
"CHARADRIIFORMES"," Stercorariidae","Stercorarius longicaudus","Long-tailed Jaeger","LC","",287.9,"Marine","open",3,"Carnivore","Aquatic predator","Aerial",6233403.78,8,3,1,181.4,60.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2678,4345,1870,"Long-tailed Jaeger","Stercorarius longicaudus",NA,NA,0,0,0,0,30,0,0,100,0,0,1300,0,"Sea",2,"Carnivore",4,1.097,0
"CHARADRIIFORMES"," Stercorariidae","Stercorarius parasiticus","Parasitic Jaeger","LC","Rare/Accidental",444.3,"Marine","open",3,"Carnivore","Aquatic predator","Aerial",6277591.31,18,4,1,188.3,60.2,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground",NA,2679,4346,1860,"Parasitic Jaeger","Stercorarius parasiticus",NA,NA,0,0,0,0,20,0,0,100,0,0,700,0,"Sea",3,"Vertebrate",2,1.222,0
"CHARADRIIFORMES"," Stercorariidae","Stercorarius pomarinus","Pomarine Jaeger","LC","",692.5,"Marine","open",3,"Carnivore","Aquatic predator","Aerial",3233984.08,13,3,0.25,196.1,55.8,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"ground","ground","water",2680,4348,1850,"Pomarine Jaeger","Stercorarius pomarinus",NA,NA,0,0,0,0,0,0,0,70,0,0,300,0,"Coastal",3,"Vertebrate",4,0.921,0
"CHARADRIIFORMES"," Stercorariidae","Stercorarius maccormicki","South Polar Skua","LC","",1347.1,"Marine","open",3,"Carnivore","Aquatic predator","Aerial",109012.82,NA,6,1,192.8,50,"scrape","ground",NA,NA,"open",NA,NA,NA,NA,NA,NA,NA,NA,"ground","water",2682,4351,NA,NA,NA,NA,"Catharacta maccormicki",NA,NA,NA,NA,0,0,0,50,0,0,0,0,"Sea",3,"Carnivore",4,0.921,0
"CHARADRIIFORMES"," Alcidae","Cerorhinca monocerata","Rhinoceros Auklet","LC","",482.2,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",316387.33,24,3,1,92.9,52,"burrow","ground","ground_nest",NA,"burrow",0,100,0,0,0,0,0,"water","water",NA,2685,4531,2030,"Rhinoceros Auklet","Cerorhinca monocerata",NA,NA,0,0,0,0,20,0,0,0,0,0,200,0,"Sea",2,"Fish",2,1.398,0
"CHARADRIIFORMES"," Alcidae","Fratercula cirrhata","Tufted Puffin","LC","",774.4,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",1056388.21,24,4.5,1,96.6,50.5,"burrow","ground","ground_nest","cliff_nest","burrow",0,70,0,0,0,0,0,"water","water",NA,2686,4534,2060,"Tufted Puffin","Fratercula cirrhata",NA,NA,0,0,0,0,30,0,0,0,0,0,0,0,"Sea",3,"Fish",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Fratercula corniculata","Horned Puffin","LC","",536.1,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",1467964.71,20,4.5,1,96.8,52.3,"burrow","ground","ground_nest","cliff_nest","burrow",0,70,0,0,0,0,0,"water","water",NA,2688,4533,2050,"Horned Puffin","Fratercula corniculata",NA,NA,0,0,0,0,30,0,0,0,0,0,0,0,"Coastal",2,"Fish",2,1.398,0
"CHARADRIIFORMES"," Alcidae","Ptychoramphus aleuticus","Cassin's Auklet","NT","Near-threatened",184,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",122916.8,20,3,1.1,49.2,40.7,"burrow","ground","ground_nest",NA,"burrow",0,100,0,0,0,0,0,"water","water",NA,2689,4526,1980,"Cassin's Auklet","Ptychoramphus aleuticus",NA,NA,0,0,0,0,70,0,0,0,0,0,100,0,"Coastal",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Aethia pusilla","Least Auklet","LC","Rare/Accidental",84,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",65157.07,10,3,1,37.7,40.4,"crevice","ground","ground_nest",NA,"crevice",0,100,0,0,0,0,0,"water","water",NA,2691,4530,2000,"Least Auklet","Aethia pusilla",NA,NA,0,0,0,0,100,0,0,0,0,0,0,0,"Sea",2,"Invertebrate",1,1.699,0
"CHARADRIIFORMES"," Alcidae","Aethia cristatella","Crested Auklet","LC","Rare/Accidental",259.4,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",479141.29,24,3.5,1,61,44.1,"crevice","ground","ground_nest",NA,"crevice",0,100,0,0,0,0,0,"water","water",NA,2693,4528,2020,"Crested Auklet","Aethia cristatella",NA,NA,0,0,0,0,80,0,0,0,0,0,500,0,"Sea",4,"Invertebrate",1,1.398,0
"CHARADRIIFORMES"," Alcidae","Aethia psittacula","Parakeet Auklet","LC","Rare/Accidental",270,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",400570.42,24,3.5,1,60.2,41.1,"crevice","ground","ground_nest","cliff_nest","crevice",0,70,0,0,0,0,0,"water","water",NA,2690,4527,1990,"Parakeet Auklet","Aethia psittacula",NA,NA,0,0,0,0,80,0,0,0,0,0,0,0,"Sea",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Brachyramphus brevirostris","Kittlitz's Murrelet","NT","Rare/Accidental Near-threatened",234,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",709072.99,25,3.5,0.8,73.6,53.2,"no","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"water","water",NA,2696,4519,1950,"Kittlitz's Murrelet","Brachyramphus brevirostris",NA,NA,0,0,0,0,30,0,0,0,0,0,2555,0,"Coastal",3,"Fish",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Brachyramphus marmoratus","Marbled Murrelet","EN","Endangered",220,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",1672345.18,24,3,0.9,72.2,58.4,"saucer",NA,"ground_nest","live_tree_nest","built.structure",50,50,0,0,50,40,10,"water","water",NA,2695,4517,1940,"Marbled Murrelet","Brachyramphus marmoratus",NA,NA,0,0,0,0,70,0,0,0,0,0,1100,2,"Coastal",4,"Fish",2,1.097,0
"CHARADRIIFORMES"," Alcidae","Cepphus columba","Pigeon Guillemot","LC","",530,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",1700815.29,14,3.5,1,69.2,40.1,"crevice","cliff","cliff_nest",NA,"crevice",0,0,0,0,0,0,0,"water","water",NA,2698,4513,1930,"Pigeon Guillemot","Cepphus columba",NA,NA,0,0,0,0,40,0,0,0,0,0,100,0,"Sea",3,"Carnivore",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Alle alle","Dovekie","LC","Rare/Accidental",180.7,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",375517.37,24,2.5,1,59.5,51.3,"crevice","cliff","cliff_nest",NA,"crevice",0,0,0,0,0,0,0,"water","water",NA,2707,4507,1880,"Little Auk","Alle alle",NA,NA,0,0,0,0,100,0,0,0,0,0,0,0,"Sea",3,"Invertebrate",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Uria lomvia","Thick-billed Murre","LC","Rare/Accidental",964,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",2199476.8,29,5.7,0.9,106.8,51.9,"no","cliff","cliff_nest",NA,"open",0,0,0,0,0,0,0,"water","water",NA,2708,4509,1900,"Thick-billed Guillemot","Uria lomvia",NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,"Sea",3,"Fish",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Uria aalge","Common Murre","LC","",991.9,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",1547284.08,34,5,0.92,111.2,57.5,"no","cliff","cliff_nest",NA,"open",0,0,0,0,0,0,0,"water","water",NA,2709,4508,1890,"Common Guillemot","Uria aalge",NA,NA,0,0,0,0,10,0,0,0,0,0,0,0,"Sea",3,"Fish",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Synthliboramphus antiquus","Ancient Murrelet","LC","",217.7,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",435862.76,22,3,1,70.2,51.9,"burrow","ground","ground_nest",NA,"burrow",0,100,0,0,0,0,0,"water","water",NA,2700,4524,1970,"Ancient Murrelet","Synthliboramphus antiquus",NA,NA,0,0,0,0,70,0,0,0,0,0,100,0,"Sea",5,"Invertebrate",2,1,0
"CHARADRIIFORMES"," Alcidae","Synthliboramphus scrippsi","Scripps's Murrelet","VU","Rare/Accidental Vulnerable",167,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",135977.63,NA,NA,NA,60.5,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Sea",3,"Fish",2,1.222,0
"CHARADRIIFORMES"," Alcidae","Synthliboramphus hypoleucus","Guadalupe Murrelet","EN","Rare/Accidental Endangered",167,"Marine","open",3,"Carnivore","Aquatic predator","Aquatic",406457.35,24,3,0.9,58.3,48.8,"crevice","ground","ground_nest",NA,"crevice",0,100,0,0,0,0,0,"water","water",NA,2703,4520,1960,"Xantus's Murrelet","Synthliboramphus hypoleucus",NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,"Sea",2,"Fish",2,1.398,0
"CHARADRIIFORMES"," Laridae","Hydrocoloeus minutus","Little Gull","LC","Rare/Accidental",118,"Coastal","open",2,"Carnivore","Aquatic predator","Generalist",8322361.57,5,2.5,1,126.6,57.9,"scrape","ground","ground_nest",NA,"open",0,100,0,0,0,0,0,"water","water","ground",2589,4435,2130,NA,"Larus minutus","Hydrocoloeus minutus","Larus minutus",0,0,0,0,80,0,0,30,0,0,500,0,"Coastal",3,"Invertebrate",2,1.222,0
