internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22721876,Setophaga citrina,"Wilsonia citrina (Boddaert, 1783)",Wilsonia,citrina,"(Boddaert, 1783)",,
22721812,Geothlypis formosa,Geothlypis formosus formosus Stotz et al. (1996),Geothlypis formosus,formosus,Stotz et al. (1996),,
22721812,Geothlypis formosa,"Oporornis formosus (Wilson, 1811)",Oporornis,formosus,"(Wilson, 1811)",,
22721824,Geothlypis philadelphia,Geothlypis philadelphia philadelphia Stotz et al. (1996),Geothlypis philadelphia,philadelphia,Stotz et al. (1996),,
22721824,Geothlypis philadelphia,"Oporornis philadelphia (Wilson, 1810)",Oporornis,philadelphia,"(Wilson, 1810)",,
22721818,Oporornis agilis,Geothlypis agilis agilis Stotz et al. (1996),Geothlypis agilis,agilis,Stotz et al. (1996),,
22721630,Leiothlypis virginiae,"Vermivora virginiae (Baird, 1860)",Vermivora,virginiae,"(Baird, 1860)",,
22721627,Leiothlypis ruficapilla,"Vermivora ruficapilla (Wilson, 1811)",Vermivora,ruficapilla,"(Wilson, 1811)",,
22721636,Leiothlypis luciae,"Vermivora luciae (Cooper, 1861)",Vermivora,luciae,"(Cooper, 1861)",,
22721624,Leiothlypis celata,"Vermivora celata (Say, 1823)",Vermivora,celata,"(Say, 1823)",,
22721621,Leiothlypis peregrina,"Vermivora peregrina (Wilson, 1811)",Vermivora,peregrina,"(Wilson, 1811)",,
22721645,Oreothlypis superciliosa,Vermivora superciliosa superciliosa Stotz et al. (1996),Vermivora superciliosa,superciliosa,Stotz et al. (1996),,
22721645,Oreothlypis superciliosa,"Parula superciliosa (Hartlaub, 1844)",Parula,superciliosa,"(Hartlaub, 1844)",,
22721803,Parkesia motacilla,"Seiurus motacilla (Vieillot, 1809)",Seiurus,motacilla,"(Vieillot, 1809)",,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,Stotz et al. (1996),,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,"Sibley and Monroe (1990, 1993)",,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,BirdLife International (2004),,
22721025,Rhynchophanes mccownii,"Calcarius mccownii (Lawrence, 1851)",Calcarius,mccownii,"(Lawrence, 1851)",,
22708391,Ridgwayia pinicola,Ridgwayia pinicola pinicola AOU checklist (1998 + supplements),Ridgwayia pinicola,pinicola,AOU checklist (1998 + supplements),,
22708391,Ridgwayia pinicola,"Zoothera pinicola (Sclater, 1859)",Zoothera,pinicola,"(Sclater, 1859)",,
22708385,Ixoreus naevius,Ixoreus naevius naevius AOU checklist (1998 + supplements),Ixoreus naevius,naevius,AOU checklist (1998 + supplements),,
22708385,Ixoreus naevius,"Zoothera naevia (Gmelin, 1789)",Zoothera,naevia,"(Gmelin, 1789)",,
22709707,Luscinia svecica,"Luscinia svecica (Linnaeus, 1758)",Luscinia,svecica,"(Linnaeus, 1758)",,
22709707,Luscinia svecica,"Cyanecula svecica (Linnaeus, 1758)",Cyanecula,svecica,"(Linnaeus, 1758)",,
22716861,Chamaea fasciata,"Parus fasciatus Gambel, 1845",Parus,fasciatus,"Gambel, 1845",,
22712567,Corthylio calendula,"Regulus calendula (Linnaeus, 1766)",Regulus,calendula,"(Linnaeus, 1766)",,
22711461,Thryophilus sinaloa,"Thryothorus sinaloa (Baird, 1864)",Thryothorus,sinaloa,"(Baird, 1864)",,
22711335,Catherpes mexicanus,Salpinctes mexicanus mexicanus Stotz et al. (1996),Salpinctes mexicanus,mexicanus,Stotz et al. (1996),,
22711732,Poecile sclateri,Poecile sclateri sclateri AOU checklist (1998 + supplements),Poecile sclateri,sclateri,AOU checklist (1998 + supplements),,
22711732,Poecile sclateri,"Parus sclateri Kleinschmidt, 1897",Parus,sclateri,"Kleinschmidt, 1897",,
22712435,Petrochelidon fulva,"Hirundo fulva fulva Sibley and Monroe (1990, 1993)",Hirundo fulva,fulva,"Sibley and Monroe (1990, 1993)",,
22680229,Spatula discors,"Anas discors Linnaeus, 1766",Anas,discors,"Linnaeus, 1766",,
22705742,Cyanocorax morio,Psilorhinus morio morio Stotz et al. (1996),Psilorhinus morio,morio,Stotz et al. (1996),,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"BirdLife International (2004, 2008)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,Stotz et al. (1996),,
22705742,Cyanocorax morio,"Psilorhinus morio morio Sibley and Monroe (1990, 1993)",Psilorhinus morio,morio,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,"Psilorhinus morio (Wagler, 1829)",Psilorhinus,morio,"(Wagler, 1829)",,
22679789,Nomonyx dominicus,"Oxyura dominica (Linnaeus, 1766)",Oxyura,dominica,"(Linnaeus, 1766)",,
22680472,Lophodytes cucullatus,Mergus cucullatus,Mergus cucullatus,,AERC TAC (2003),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Stotz et al. (1996),Mergus cucullatus,cucullatus,Stotz et al. (1996),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Cramp and Simmons (1977-1994),Mergus cucullatus,cucullatus,Cramp and Simmons (1977-1994),,
22721070,Melospiza georgiana,Zonotrichia georgiana georgiana Stotz et al. (1996),Zonotrichia georgiana,georgiana,Stotz et al. (1996),,
22721070,Melospiza georgiana,Zonotrichia georgiana georgiana Cramp and Simmons (1977-1994),Zonotrichia georgiana,georgiana,Cramp and Simmons (1977-1994),,
22721123,Ammospiza maritima,Ammodramus maritima maritima Stotz et al. (1996),Ammodramus maritima,maritima,Stotz et al. (1996),,
22721123,Ammospiza maritima,"Ammodramus maritimus (Wilson, 1811)",Ammodramus,maritimus,"(Wilson, 1811)",,
22728393,Ammospiza nelsoni,"Ammodramus nelsoni Allen, 1875",Ammodramus,nelsoni,"Allen, 1875",,
22721159,Passerella arborea,"Spizella arborea (Wilson, 1810)",Spizella,arborea,"(Wilson, 1810)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"BirdLife International (2004, 2008)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,Stotz et al. (1996),,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"Sibley and Monroe (1990, 1993)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,"BirdLife International (2004, 2008)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,"Sibley and Monroe (1990, 1993)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,Stotz et al. (1996),,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,Stotz et al. (1996),,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,"Sibley and Monroe (1990, 1993)",,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,BirdLife International (2004),,
22679609,Callipepla gambelii,Lophortyx gambelii gambelii Stotz et al. (1996),Lophortyx gambelii,gambelii,Stotz et al. (1996),,
22679603,Callipepla californica,Lophortyx californica californica Stotz et al. (1996),Lophortyx californica,californica,Stotz et al. (1996),,
22721689,Setophaga virens,"Dendroica virens (Gmelin, 1789)",Dendroica,virens,"(Gmelin, 1789)",,
22721686,Setophaga occidentalis,"Dendroica occidentalis (Townsend, 1837)",Dendroica,occidentalis,"(Townsend, 1837)",,
22724793,Setophaga dominica,"Dendroica dominica (Linnaeus, 1766)",Dendroica,dominica,"(Linnaeus, 1766) <i>pro parte</i>",,
22724793,Setophaga dominica,"Dendroica dominica (Linnaeus, 1766)",Dendroica,dominica,"(Linnaeus, 1766)",,
22721731,Setophaga palmarum,"Dendroica palmarum (Gmelin, 1789)",Dendroica,palmarum,"(Gmelin, 1789)",,
22721673,Setophaga caerulescens,"Dendroica caerulescens (Gmelin, 1789)",Dendroica,caerulescens,"(Gmelin, 1789)",,
22721734,Setophaga castanea,"Dendroica castanea (Wilson, 1810)",Dendroica,castanea,"(Wilson, 1810)",,
22721639,Setophaga americana,"Parula americana (Linnaeus, 1758)",Parula,americana,"(Linnaeus, 1758)",,
22721830,Geothlypis tolmiei,Geothlypis tolmiei tolmiei Stotz et al. (1996),Geothlypis tolmiei,tolmiei,Stotz et al. (1996),,
22721830,Geothlypis tolmiei,"Oporornis tolmiei (Townsend, 1839)",Oporornis,tolmiei,"(Townsend, 1839)",,
22679597,Callipepla douglasii,Lophortyx douglasii douglasii Stotz et al. (1996),Lophortyx douglasii,douglasii,Stotz et al. (1996),,
22679473,Lagopus leucura,Lagopus leucurus,Lagopus leucurus,,BirdLife International (2004),,
22679473,Lagopus leucura,Lagopus leucurus,Lagopus leucurus,,"Sibley and Monroe (1990, 1993)",,
22721779,Seiurus aurocapilla,"Seiurus aurocapillus ssp. aurocapillus (Linnaeus, 1766)",Seiurus,aurocapillus,,subspecies,"(Linnaeus, 1766)"
103798425,Setophaga coronata,"Dendroica coronata (Linneaus, 1766)",Dendroica,coronata,"(Linneaus, 1766)",,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,"Sibley and Monroe (1990, 1993)",,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,Stotz et al. (1996),,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,BirdLife International (2004),,
22680233,Spatula cyanoptera,"Anas cyanoptera Vieillot, 1816",Anas,cyanoptera,"Vieillot, 1816",,
22729044,Leuconotopicus arizonae,"Picoides arizonae (Hargitt, 1886)",Picoides,arizonae,"(Hargitt, 1886)",,
22681166,Leuconotopicus villosus,"Picoides villosus (Linnaeus, 1766)",Picoides,villosus,"(Linnaeus, 1766)",,
22736398,Antrostomus arizonae,"Caprimulgus arizonae (Brewster, 1881)",Caprimulgus,arizonae,"(Brewster, 1881)",,
22736398,Antrostomus arizonae,Caprimulgus vociferus Stotz et al. (1996),Caprimulgus,vociferus,Stotz et al. (1996),,
22736398,Antrostomus arizonae,"Caprimulgus vociferus Sibley and Monroe (1990, 1993)",Caprimulgus,vociferus,"Sibley and Monroe (1990, 1993)",,
22736398,Antrostomus arizonae,"Caprimulgus vociferus BirdLife International (2004, 2008)",Caprimulgus,vociferus,"BirdLife International (2004, 2008)",,
22683623,Megaceryle alcyon,Ceryle alcyon,Ceryle alcyon,,AERC TAC (2003),,
22683623,Megaceryle alcyon,Ceryle alcyon alcyon Cramp and Simmons (1977-1994),Ceryle alcyon,alcyon,Cramp and Simmons (1977-1994),,
22683623,Megaceryle alcyon,Ceryle alcyon,Ceryle alcyon,,BirdLife International (2004),,
22683623,Megaceryle alcyon,Ceryle alcyon,Ceryle alcyon,,Stotz et al. (1996),,
22736393,Antrostomus vociferus,"Caprimulgus vociferus Wilson, 1812",Caprimulgus,vociferus,"Wilson, 1812",,
132467692,Puffinus newelli,"Puffinus newelli ssp. newelli (Henshaw, 1900)",Puffinus,newelli,,subspecies,"(Henshaw, 1900)"
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Stotz et al. (1996),Vireo atricapillus,atricapillus,Stotz et al. (1996),,
22705159,Vireo atricapilla,"Vireo atricapillus atricapillus Sibley and Monroe (1990, 1993)",Vireo atricapillus,atricapillus,"Sibley and Monroe (1990, 1993)",,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus BirdLife International (2000),Vireo atricapillus,atricapillus,BirdLife International (2000),,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Collar and Andrew (1988),Vireo atricapillus,atricapillus,Collar and Andrew (1988),,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Collar et al. (1994),Vireo atricapillus,atricapillus,Collar et al. (1994),,
22680247,Spatula clypeata,"Anas clypeata Linnaeus, 1758",Anas,clypeata,"Linnaeus, 1758",,
22689778,Antrostomus carolinensis,"Caprimulgus carolinensis Gmelin, 1789",Caprimulgus,carolinensis,"Gmelin, 1789",,
22696916,Egretta rufescens,Hydranassa rufescens rufescens Stotz et al. (1996),Hydranassa rufescens,rufescens,Stotz et al. (1996),,
22708670,Hylocichla mustelina,"Catharus mustelinus ssp. mustelinus — Sibley and Monroe (1990, 1993)",Catharus,mustelinus,,subspecies,"— Sibley and Monroe (1990, 1993)"
22720560,Haemorhous cassinii,"Carpodacus cassinii Baird, 1854",Carpodacus,cassinii,"Baird, 1854",,
22698209,Ardenna grisea,Ardenna grisea ssp. grisea — Christidis and Boles (2008),Ardenna,grisea,,subspecies,— Christidis and Boles (2008)
22698209,Ardenna grisea,"Puffinus griseus (Gmelin, 1789)",Puffinus,griseus,"(Gmelin, 1789)",,
22693356,Calidris virgata,"Aphriza virgata (Gmelin, 1789)",Aphriza,virgata,"(Gmelin, 1789)",,
22694591,Thalasseus sandvicensis,Thalasseus sandvicensis AOU checklist (1998 + supplements),Thalasseus,sandvicensis,AOU checklist (1998 + supplements),,
22694591,Thalasseus sandvicensis,"Thalasseus sandvicensis Stotz et al., 1996",Thalasseus,sandvicensis,"Stotz et al., 1996",,
22694591,Thalasseus sandvicensis,"Sterna sandvicensis Latham, 1787",Sterna,sandvicensis,"Latham, 1787",,
22694730,Onychoprion anaethetus,Onychoprion anaethetus AOU checklist (1998 + supplements),Onychoprion,anaethetus,AOU checklist (1998 + supplements),,
22694730,Onychoprion anaethetus,Onychoprion anaethetus ssp. anaethetus Christidis and Boles (2008),Onychoprion,anaethetus,,subspecies,Christidis and Boles (2008)
22694730,Onychoprion anaethetus,"Sterna anaethetus Scopoli, 1786",Sterna,anaethetus,"Scopoli, 1786",,
22693289,Tringa brevipes,"Tringa brevipes Sibley and Monroe (1990, 1993)",Tringa,brevipes,"Sibley and Monroe (1990, 1993)",,
22693289,Tringa brevipes,Tringa brevipes Turbott (1990),Tringa,brevipes,Turbott (1990),,
22693289,Tringa brevipes,Tringa brevipes Christidis and Boles (2008),Tringa,brevipes,Christidis and Boles (2008),,
22693289,Tringa brevipes,Tringa brevipes AOU checklist (1998 + supplements),Tringa,brevipes,AOU checklist (1998 + supplements),,
22693289,Tringa brevipes,"Heteroscelus brevipes (Vieillot, 1816)",Heteroscelus,brevipes,"(Vieillot, 1816)",,
22693452,Calidris pygmaea,"Eurynorhynchus pygmeus (Linnaeus, 1758)",Eurynorhynchus,pygmeus,"(Linnaeus, 1758)",,
22698535,Hydrobates tristrami,Hydrobates tristrami tristrami Christidis and Boles (2008),Hydrobates tristrami,tristrami,Christidis and Boles (2008),,
22698535,Hydrobates tristrami,"Oceanodroma tristrami Salvin, 1896",Oceanodroma,tristrami,"Salvin, 1896",,
22725044,Acanthis flammea,"Carduelis flammea (Linnaeus, 1758)",Carduelis,flammea,"(Linnaeus, 1758)",,
22727969,Himantopus himantopus,"Himantopus mexicanus (Müller, 1776)",Himantopus,mexicanus,"(Müller, 1776)",,
22727969,Himantopus himantopus,"Himantopus leucocephalus Gould, 1837",Himantopus,leucocephalus,"Gould, 1837",,
22697043,Ardea alba,Ardea alba SACC (2005),Ardea,alba,SACC (2005),,
22697043,Ardea alba,Egretta alba Stotz et al. (1996),Egretta,alba,Stotz et al. (1996),,
22697043,Ardea alba,Egretta alba Turbott (1990),Egretta,alba,Turbott (1990),,
22697043,Ardea alba,Ardea alba AOU checklist (1998 + supplements),Ardea,alba,AOU checklist (1998 + supplements),,
22697043,Ardea alba,Ardea alba Christidis and Boles (1994),Ardea,alba,Christidis and Boles (1994),,
22697043,Ardea alba,Egretta alba Cramp and Simmons (1977-1994),Egretta,alba,Cramp and Simmons (1977-1994),,
22697043,Ardea alba,Egretta alba Dowsett and Forbes-Watson (1993),Egretta,alba,Dowsett and Forbes-Watson (1993),,
22697043,Ardea alba,"Casmerodius albus (Linnaeus, 1758)",Casmerodius,albus,"(Linnaeus, 1758)",,
22698188,Ardenna carneipes,Ardenna carneipes ssp. carneipes — Christidis and Boles (2008),Ardenna,carneipes,,subspecies,— Christidis and Boles (2008)
22698188,Ardenna carneipes,"Puffinus carneipes Gould, 1844",Puffinus,carneipes,"Gould, 1844",,
22694656,Sternula albifrons,Sternula albifrons Christidis and Boles (2008),Sternula,albifrons,Christidis and Boles (2008),,
22694656,Sternula albifrons,Sternula albifrons AOU checklist (1998 + supplements),Sternula,albifrons,AOU checklist (1998 + supplements),,
22694656,Sternula albifrons,"Sterna albifrons Pallas, 1764",Sterna,albifrons,"Pallas, 1764",,
22697109,Bubulcus ibis,Ardea ibis ibis Christidis and Boles (2008),Ardea ibis,ibis,Christidis and Boles (2008),,
22697109,Bubulcus ibis,Ardeola ibis ibis Stotz et al. (1996),Ardeola ibis,ibis,Stotz et al. (1996),,
22697109,Bubulcus ibis,Ardea ibis ibis Christidis and Boles (1994),Ardea ibis,ibis,Christidis and Boles (1994),,
22693251,Xenus cinereus,Tringa cinerea cinerea Cramp and Simmons (1977-1994),Tringa cinerea,cinerea,Cramp and Simmons (1977-1994),,
22693251,Xenus cinereus,"Tringa cinerea cinerea Sibley and Monroe (1990, 1993)",Tringa cinerea,cinerea,"Sibley and Monroe (1990, 1993)",,
22693251,Xenus cinereus,Tringa terek terek Turbott (1990),Tringa terek,terek,Turbott (1990),,
22694524,Hydroprogne caspia,Hydroprogne caspia — Stotz <i>et al</i>. (1996),Hydroprogne,caspia,— Stotz <i>et al</i>. (1996),,
22694524,Hydroprogne caspia,Hydroprogne caspia — AOU checklist (1998 + supplements),Hydroprogne,caspia,— AOU checklist (1998 + supplements),,
22694524,Hydroprogne caspia,Hydroprogne caspia — Christidis and Boles (2008),Hydroprogne,caspia,— Christidis and Boles (2008),,
22694524,Hydroprogne caspia,"Sterna caspia Pallas, 1770",Sterna,caspia,"Pallas, 1770",,
22729877,Larus glaucoides,"Larus thayeri Brooks, 1915",Larus,thayeri,"Brooks, 1915",,
22728950,Urile pelagicus,"Phalacrocorax pelagicus Pallas, 1811",Phalacrocorax,pelagicus,"Pallas, 1811",,
22694479,Xema sabini,Larus sabini AERC TAC (2003),Larus,sabini,AERC TAC (2003),,
22694479,Xema sabini,Larus sabini ssp. sabini Christidis and Boles (1994),Larus,sabini,,subspecies,Christidis and Boles (1994)
22694479,Xema sabini,Larus sabini ssp. sabini Cramp and Simmons (1977-1994),Larus,sabini,,subspecies,Cramp and Simmons (1977-1994)
22694479,Xema sabini,Larus sabini ssp. sabini Dowsett and Forbes-Watson (1993),Larus,sabini,,subspecies,Dowsett and Forbes-Watson (1993)
22679896,Anser caerulescens,"Chen caerulescens (Linnaeus, 1758)",Chen,caerulescens,"(Linnaeus, 1758)",,
22685745,Eupsittula pertinax,"Aratinga pertinax (Linnaeus, 1758)",Aratinga,pertinax,"(Linnaeus, 1758)",,
22728182,Butorides striata,"Butorides virescens (Linnaeus, 1758)",Butorides,virescens,"(Linnaeus, 1758)",,
22687583,Saucerottia beryllina,Saucerottia beryllina,Saucerottia beryllina,,del Hoyo et al. (1999),,
22687583,Saucerottia beryllina,"Amazilia beryllina (Deppe, 1830)",Amazilia,beryllina,"(Deppe, 1830)",,
22687428,Basilinna leucotis,"Hylocharis leucotis (Vieillot, 1818)",Hylocharis,leucotis,"(Vieillot, 1818)",,
22687424,Basilinna xantusii,"Hylocharis xantusii (Lawrence, 1860)",Hylocharis,xantusii,"(Lawrence, 1860)",,
22689122,Ciccaba virgata,Ciccaba virgata AOU checklist (1998 + supplements),Ciccaba,virgata,AOU checklist (1998 + supplements),,
22689122,Ciccaba virgata,Ciccaba virgata BirdLife International (2004),Ciccaba,virgata,BirdLife International (2004),,
22689122,Ciccaba virgata,Ciccaba virgata Stotz et al. (1996),Ciccaba,virgata,Stotz et al. (1996),,
22689122,Ciccaba virgata,"Strix virgata (Cassin, 1850)",Strix,virgata,"(Cassin, 1850)",,
22689122,Ciccaba virgata,Ciccaba virgata SACC (2005),Ciccaba,virgata,SACC (2005),,
22695880,Rupornis magnirostris,"Buteo magnirostris (Gmelin, 1788)",Buteo,magnirostris,"(Gmelin, 1788)",,
22694906,Aethia psittacula,Cyclorrhynchus psittacula psittacula Cramp and Simmons (1977-1994),Cyclorrhynchus psittacula,psittacula,Cramp and Simmons (1977-1994),,
22694906,Aethia psittacula,"Cyclorrhynchus psittacula psittacula Sibley and Monroe (1990, 1993)",Cyclorrhynchus psittacula,psittacula,"Sibley and Monroe (1990, 1993)",,
22694934,Fratercula cirrhata,Lunda cirrhata,Lunda cirrhata,,AERC TAC (2003),,
22689801,Antrostomus ridgwayi,"Caprimulgus ridgwayi (Nelson, 1897)",Caprimulgus,ridgwayi,"(Nelson, 1897)",,
22721633,Leiothlypis crissalis,"Vermivora crissalis (Salvin & Godman, 1889)",Vermivora,crissalis,"(Salvin & Godman, 1889)",,
103798640,Setophaga pitiayumi,"Parula pitiayumi (Vieillot, 1817)",Parula,pitiayumi,"(Vieillot, 1817)",,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,BirdLife International (2004),,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,Stotz et al. (1996),,
22683634,Megaceryle torquata,Megaceryle torquata,Megaceryle torquata,,SACC (2005),,
22683634,Megaceryle torquata,"Megaceryle torquata torquata Sibley and Monroe (1990, 1993)",Megaceryle torquata,torquata,"Sibley and Monroe (1990, 1993)",,
22694740,Onychoprion fuscatus,Onychoprion fuscatus — AOU checklist (1998 + supplements),Onychoprion,fuscatus,— AOU checklist (1998 + supplements),,
22694740,Onychoprion fuscatus,Onychoprion fuscata ssp. fuscata — Christidis and Boles (2008),Onychoprion,fuscata,,subspecies,— Christidis and Boles (2008)
22694740,Onychoprion fuscatus,"Sterna fuscata Linnaeus, 1766",Sterna,fuscata,"Linnaeus, 1766",,
22698201,Ardenna gravis,Ardenna gravis ssp. gravis — Christidis and Boles (2008),Ardenna,gravis,,subspecies,— Christidis and Boles (2008)
22698201,Ardenna gravis,"Puffinus gravis (O'Reilly, 1818)",Puffinus,gravis,"(O'Reilly, 1818)",,
22687624,Leucolia violiceps,"Amazilia violiceps (Gould, 1859)",Amazilia,violiceps,"(Gould, 1859)",,
22698572,Hydrobates furcatus,"Oceanodroma furcata (Gmelin, 1789)",Oceanodroma,furcata,"(Gmelin, 1789)",,
22698557,Hydrobates melania,"Oceanodroma melania (Bonaparte, 1854)",Oceanodroma,melania,"(Bonaparte, 1854)",,
22695906,Geranoaetus albicaudatus,"Buteo albicaudatus Vieillot, 1816",Buteo,albicaudatus,"Vieillot, 1816",,
22721740,Setophaga cerulea,"Dendroica cerulea (Wilson, 1810)",Dendroica,cerulea,"(Wilson, 1810)",,
22679514,Tympanuchus cupido,"Tetrao cupido Linnaeus, 1758",Tetrao,cupido,"Linnaeus, 1758",,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,BirdLife International (2004),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,Stotz et al. (1996),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,"Sibley and Monroe (1990, 1993)",,
22686440,Cypseloides niger,"Nephoecetes niger Gmelin, 1789",Nephoecetes,niger,"Gmelin, 1789",,
22694716,Onychoprion aleuticus,Onychoprion aleuticus — AOU checklist (1998 + supplements),Onychoprion,aleuticus,— AOU checklist (1998 + supplements),,
22694716,Onychoprion aleuticus,"Sterna aleutica Baird, 1869",Sterna,aleutica,"Baird, 1869",,
22694552,Thalasseus elegans,Thalasseus elegans Stotz et al. (1996),Thalasseus,elegans,Stotz et al. (1996),,
22694552,Thalasseus elegans,Thalasseus elegans AOU checklist (1998 + supplements),Thalasseus,elegans,AOU checklist (1998 + supplements),,
22694552,Thalasseus elegans,"Sterna elegans Gambel, 1849",Sterna,elegans,"Gambel, 1849",,
22694887,Synthliboramphus craveri,"Brachyramphus craveri ssp. craveri (Salvadori, 1865) — Stotz <i>et al<i/>. (1996)",Brachyramphus,craveri,,subspecies,"(Salvadori, 1865) — Stotz <i>et al<i/>. (1996)"
22694887,Synthliboramphus craveri,"Brachyramphus craveri ssp. craveri (Salvadori, 1865) — Collar and Andrew (1988)",Brachyramphus,craveri,,subspecies,"(Salvadori, 1865) — Collar and Andrew (1988)"
22720844,Drepanis coccinea,"Vestiaria coccinea (Forster, 1780)",Vestiaria,coccinea,"(Forster, 1780)",,
22681158,Leuconotopicus borealis,"Picoides borealis (Vieillot, 1809)",Picoides,borealis,"(Vieillot, 1809)",,
22705874,Pica nutalli,"Pica nuttalli (Audubon, 1837) [orth. error]",Pica,nuttalli,"(Audubon, 1837) [orth. error]",,
22712080,Tachycineta cyaneoviridis,"Callichelidon cyaneoviridis ssp. cyaneoviridis (Bryant, 1859) — Stotz <i>et al</i>. (1996)",Callichelidon,cyaneoviridis,,subspecies,"(Bryant, 1859) — Stotz <i>et al</i>. (1996)"
22712080,Tachycineta cyaneoviridis,"Hirundo cyaneoviridis Bryant, 1859",Hirundo,cyaneoviridis,"Bryant, 1859",,
22721256,Peucaea aestivalis,Aimophila aestivalis — Stotz <i>et al</i>. (1996),Aimophila,aestivalis,— Stotz <i>et al</i>. (1996),,
22721256,Peucaea aestivalis,"Aimophila aestivalis — BirdLife International (1990, 1993)",Aimophila,aestivalis,"— BirdLife International (1990, 1993)",,
22721256,Peucaea aestivalis,"Aimophila aestivalis — Sibley and Monroe (1990, 1993)",Aimophila,aestivalis,"— Sibley and Monroe (1990, 1993)",,
22721129,Ammospiza caudacuta,"Ammodramus caudacutus (Gmelin, 1788)",Ammodramus,caudacutus,"(Gmelin, 1788)",,
22693431,Calidris ferruginea,"Tringa  Ferrugineus Pontoppidan, 1763",Tringa ,Ferrugineus,"Pontoppidan, 1763",,
22721692,Setophaga chrysoparia,"Dendroica chrysoparia Sclater & Salvin, 1861",Dendroica,chrysoparia,"Sclater & Salvin, 1861",,
22697636,Gymnogyps californianus,"Vultur californianus Shaw, 1797",Vultur,californianus,"Shaw, 1797",,
154632189,Chaetura vauxi,"Chaetura vauxi (Townsend, 1839)",Chaetura,vauxi,"(Townsend, 1839) <i>pro parte</i>",,
22710184,Saxicola torquatus,"Saxicola torquata  (Linnaeus, 1766)",Saxicola,torquata," (Linnaeus, 1766)",,
22721722,Setophaga kirtlandii,"Dendroica kirtlandii (Baird, 1852)",Dendroica,kirtlandii,"(Baird, 1852)",,
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Turbott (1990),Diomedea,nigripes,,subspecies,— Turbott (1990)
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Cramp and Simmons (1977-1994),Diomedea,nigripes,,subspecies,— Cramp and Simmons (1977-1994)
22698350,Phoebastria nigripes,"Diomedea nigripes ssp. nigripes — Sibley and Monroe (1990, 1993)",Diomedea,nigripes,,subspecies,"— Sibley and Monroe (1990, 1993)"
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Stotz <i>et al</i>. (1996),Diomedea,nigripes,,subspecies,— Stotz <i>et al</i>. (1996)
22720774,Magumma parva,Viridonia parva parva Collar et al. (1994),Viridonia parva,parva,Collar et al. (1994),,
22720774,Magumma parva,"Viridonia parva parva Sibley and Monroe (1990, 1993)",Viridonia parva,parva,"Sibley and Monroe (1990, 1993)",,
22720774,Magumma parva,"Hemignathus parvus (Stejneger, 1887)",Hemignathus,parvus,"(Stejneger, 1887)",,
22681425,Campephilus principalis,"Picus principalis Linnaeus, 1758",Picus,principalis,"Linnaeus, 1758",,
22685766,Rhynchopsitta pachyrhyncha,"Macrocercus pachyrhynchus Swainson, 1827",Macrocercus,pachyrhynchus,"Swainson, 1827",,
103894856,Copsychus malabaricus,"Kittacincla malabarica (Scopoli, 1788)",Kittacincla,malabarica,"(Scopoli, 1788)",,
