SortID,Order,Family,Species common name,Species scientific name,PhyloName,phylo-duplicate-flag,phylo-fidelity,Str-None,Str-Scrape,Str-Clearing,Str-Ring,Str-Excavation,Str-CavityMod,Str-ExWNest,Str-Mound,Str-Platform,Str-Cup,Str-Dome,Str-DomeAndTube,Loc-Artificial,Loc-EarthHole,Loc-Ground,Loc-Rocks,Loc-TreeHole,Loc-Veg,Loc-Water,Body mass (log),HWI,Latitude,AnnualTemp,TempRange,AnnualPrecip,PrecipRange
1,STRUTHIONIFORMES,Struthionidae,Common Ostrich,Struthio camelus,Struthio camelus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.045322979,0.017409675,3.8,24.71902771,23.76219717,443.5453523,108.7350245
2,STRUTHIONIFORMES,Struthionidae,Somali Ostrich,Struthio molybdophanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019858404,NA,NA,NA,NA,NA
3,STRUTHIONIFORMES,Rheidae,Greater Rhea,Rhea americana,Rhea americana,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.361727836,0.016588323,-20.63,21.95613119,19.9289242,1197.553785,162.7520696
4,STRUTHIONIFORMES,Rheidae,Lesser Rhea,Rhea pennata,Rhea pennata,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.378397901,0.016167494,-35.79,9.135526977,24.10852616,255.8050928,34.73229094
5,STRUTHIONIFORMES,Rheidae,Puna Rhea,Rhea tarapacensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,STRUTHIONIFORMES,Tinamidae,Tawny-breasted Tinamou,Nothocercus julius,Nothocercus julius,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,u,NA,NA,NA,NA,2.828981954,16.7234717,1.42,19.42248958,12.01736,2122.555563,205.7604485
7,STRUTHIONIFORMES,Tinamidae,Highland Tinamou,Nothocercus bonapartei,Nothocercus bonapartei,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.882524538,14.16336376,4.97,21.65415211,12.10754014,2345.841789,229.3454792
8,STRUTHIONIFORMES,Tinamidae,Hooded Tinamou,Nothocercus nigrocapillus,Nothocercus nigrocapillus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.767897616,15.66157753,-14.68,17.66411947,17.85070526,1665.136474,221.5104805
9,STRUTHIONIFORMES,Tinamidae,Grey Tinamou,Tinamus tao,Tinamus tao,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.204147125,14.19806859,-7.73,24.81559201,15.16126166,1971.720512,273.5485051
10,STRUTHIONIFORMES,Tinamidae,Solitary Tinamou,Tinamus solitarius,Tinamus solitarius,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.141891682,13.63738999,-22.26,20.87319346,17.84779542,1446.038739,147.230815
11,STRUTHIONIFORMES,Tinamidae,Black Tinamou,Tinamus osgoodi,Tinamus osgoodi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,3.108903128,13.81304348,-10.23,18.20033,16.01116,2336.4107,253.96059
12,STRUTHIONIFORMES,Tinamidae,Great Tinamou,Tinamus major,Tinamus major,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.011236242,20.49552617,-1.19,25.26657805,13.13038749,2315.729313,269.3649555
13,STRUTHIONIFORMES,Tinamidae,White-throated Tinamou,Tinamus guttatus,Tinamus guttatus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.836438056,26.40499811,-5.54,25.53861053,13.4907001,2339.027287,254.2953604
14,STRUTHIONIFORMES,Tinamidae,Berlepsch's Tinamou,Crypturellus berlepschi,Crypturellus berlepschi,0,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,NA,NA,2.713347715,23.31738138,3.34,24.00719048,9.780772857,4070.803333,304.3976714
15,STRUTHIONIFORMES,Tinamidae,Cinereous Tinamou,Crypturellus cinereus,Crypturellus cinereus,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.704690903,15.68447261,-3.68,25.58527507,13.06086857,2317.318746,265.3858086
16,STRUTHIONIFORMES,Tinamidae,Tepui Tinamou,Crypturellus ptaritepui,Crypturellus ptaritepui,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.614380393,7.360294118,5.3,22.26875,12.311875,2678,337.108575
17,STRUTHIONIFORMES,Tinamidae,Little Tinamou,Crypturellus soui,Crypturellus soui,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.334775332,26.7569554,-2.51,25.15291817,13.65984625,2094.610612,262.2325648
18,STRUTHIONIFORMES,Tinamidae,Brown Tinamou,Crypturellus obsoletus,Crypturellus obsoletus,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.646795689,22.46075908,-18.16,21.62584762,17.46780238,1549.42968,201.3749453
19,STRUTHIONIFORMES,Tinamidae,Undulated Tinamou,Crypturellus undulatus,Crypturellus undulatus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.751602394,18.78464497,-7.99,25.05169981,14.8048547,2028.992187,253.1243773
20,STRUTHIONIFORMES,Tinamidae,Brazilian Tinamou,Crypturellus strigulosus,Crypturellus strigulosus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.634053853,16.36227725,-8.71,25.45550029,15.57191309,1969.322408,295.1714882
21,STRUTHIONIFORMES,Tinamidae,Grey-legged Tinamou,Crypturellus duidae,Crypturellus duidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.629409599,27.92068287,4.16,25.38967059,13.02533529,2774.935294,363.4637018
22,STRUTHIONIFORMES,Tinamidae,Red-legged Tinamou,Crypturellus erythropus,Crypturellus erythropus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.685741739,30.14233958,4.78,26.19575092,11.67346004,1990.134755,271.0026317
23,STRUTHIONIFORMES,Tinamidae,Yellow-legged Tinamou,Crypturellus noctivagus,Crypturellus noctivagus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.749728588,24.05914378,-16.88,22.13407415,16.73074507,1135.60462,160.4261774
24,STRUTHIONIFORMES,Tinamidae,Black-capped Tinamou,Crypturellus atrocapillus,Crypturellus atrocapillus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.656098202,22.77924544,-14.68,23.240675,16.34455625,2129.512938,268.1225969
25,STRUTHIONIFORMES,Tinamidae,Western Thicket Tinamou,Crypturellus occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,STRUTHIONIFORMES,Tinamidae,Eastern Thicket Tinamou,Crypturellus cinnamomeus,Crypturellus cinnamomeus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.625312451,22.51412861,18.33,23.48421185,18.23428444,1410.506815,254.4242917
27,STRUTHIONIFORMES,Tinamidae,Pale-browed Tinamou,Crypturellus transfasciatus,Crypturellus transfasciatus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.451786436,24.07312521,-2.79,23.12756875,13.22604375,703.4733563,160.7454373
28,STRUTHIONIFORMES,Tinamidae,Slaty-breasted Tinamou,Crypturellus boucardi,Crypturellus boucardi,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.639107811,25.16583352,15.42,24.24832239,14.62381224,2173.436761,310.4336807
29,STRUTHIONIFORMES,Tinamidae,Choco Tinamou,Crypturellus kerriae,Crypturellus kerriae,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.614380393,21.77298981,6.67,25.17668,9.850405,4360.928,387.09153
30,STRUTHIONIFORMES,Tinamidae,Variegated Tinamou,Crypturellus variegatus,Crypturellus variegatus,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5774918,32.55082023,-3.24,25.52650282,12.64087229,2308.181706,259.0138136
31,STRUTHIONIFORMES,Tinamidae,Rusty Tinamou,Crypturellus brevirostris,Crypturellus brevirostris,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.614380393,18.85349121,-3.13,26.3223,11.06409053,2629.921684,221.5775253
32,STRUTHIONIFORMES,Tinamidae,Bartlett's Tinamou,Crypturellus bartletti,Crypturellus bartletti,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.382017043,26.96552277,-7.69,25.3341977,13.47651935,2302.209401,218.228171
33,STRUTHIONIFORMES,Tinamidae,Barred Tinamou,Crypturellus casiquiare,Crypturellus casiquiare,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.614380393,23.34369257,1.89,26.23012143,12.09993571,3366.078571,259.2754071
34,STRUTHIONIFORMES,Tinamidae,Small-billed Tinamou,Crypturellus parvirostris,Crypturellus parvirostris,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.298831252,24.69580816,-13.05,24.24188102,16.65303974,1527.428164,236.7998658
35,STRUTHIONIFORMES,Tinamidae,Tataupa Tinamou,Crypturellus tataupa,Crypturellus tataupa,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.340047318,21.08513537,-17.73,22.78409427,18.45915043,1231.733457,173.8638592
36,STRUTHIONIFORMES,Tinamidae,Red-winged Tinamou,Rhynchotus rufescens,Rhynchotus rufescens,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.92606964,19.95512514,-20.05,21.8113071,19.37410127,1277.571997,173.5084931
37,STRUTHIONIFORMES,Tinamidae,Huayco Tinamou,Rhynchotus maculicollis,Rhynchotus maculicollis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92606964,24.4408817,NA,NA,NA,NA,NA
38,STRUTHIONIFORMES,Tinamidae,Taczanowski's Tinamou,Nothoprocta taczanowskii,Nothoprocta taczanowskii,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.676976951,23.82719957,-13.22,11.26362529,20.48417059,1189.555941,175.3191706
39,STRUTHIONIFORMES,Tinamidae,Ornate Tinamou,Nothoprocta ornata,Nothoprocta ornata,0,NA,0,0,0,1,0,0,0,0,u,0,0,0,0,0,1,0,0,0,0,2.791880041,26.12276858,-18.51,11.65254975,22.93789333,626.4236668,113.5677462
40,STRUTHIONIFORMES,Tinamidae,Chilean Tinamou,Nothoprocta perdicaria,Nothoprocta perdicaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,NA,0,0,1,0,0,0,0,2.660865478,26.86939481,-35.1,11.26939031,20.7183125,907.6759969,149.0848039
41,STRUTHIONIFORMES,Tinamidae,Brushland Tinamou,Nothoprocta cinerascens,Nothoprocta cinerascens,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.719240109,27.51142466,-29.1,19.4449881,27.26854643,649.6773452,90.35973625
42,STRUTHIONIFORMES,Tinamidae,Andean Tinamou,Nothoprocta pentlandii,Nothoprocta pentlandii,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.478176754,22.63301117,-20.65,14.10884136,23.44247214,540.5739001,99.73835483
43,STRUTHIONIFORMES,Tinamidae,Curve-billed Tinamou,Nothoprocta curvirostris,Nothoprocta curvirostris,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.575187845,30.53920588,-3.96,16.24347864,13.82344545,1394.866136,165.1078786
44,STRUTHIONIFORMES,Tinamidae,White-bellied Nothura,Nothura boraquira,Nothura boraquira,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.451786436,27.18612401,-12.75,24.14335026,16.71878944,1009.447764,177.1344732
45,STRUTHIONIFORMES,Tinamidae,Lesser Nothura,Nothura minor,Nothura minor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.219584526,25.59463616,-19.46,22.41024872,18.40963547,1459.598556,214.4967637
46,STRUTHIONIFORMES,Tinamidae,Darwin's Nothura,Nothura darwinii,Nothura darwinii,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.388420941,34.43469846,-30.21,14.81733556,27.5493142,525.3648757,82.3442328
47,STRUTHIONIFORMES,Tinamidae,Spotted Nothura,Nothura maculosa,Nothura maculosa,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4107435,27.33551998,-26.25,19.82451678,22.02182159,1115.459841,131.3157945
48,STRUTHIONIFORMES,Tinamidae,Chaco Nothura,Nothura chacoensis,Nothura chacoensis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.354262145,22.06236231,-21.68,24.477465,22.070625,756.6215,96.9525345
49,STRUTHIONIFORMES,Tinamidae,Dwarf Tinamou,Taoniscus nanus,Taoniscus nanus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,0,0,1,0,0,0,0,1.633468456,21.3910473,-21.54,22.09125,19.972635,1292.526083,192.7257912
50,STRUTHIONIFORMES,Tinamidae,Elegant Crested Tinamou,Eudromia elegans,Eudromia elegans,0,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,2.846893543,34.34742757,-37.96,13.65264246,27.55754564,420.7790564,48.93757673
51,STRUTHIONIFORMES,Tinamidae,Quebracho Crested Tinamou,Eudromia formosa,Eudromia formosa,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,NA,NA,2.888140164,21.72562199,-24.53,22.45822667,25.43022,702.4718667,109.2280944
52,STRUTHIONIFORMES,Tinamidae,Puna Tinamou,Tinamotis pentlandii,Tinamotis pentlandii,0,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,2.812913357,33.07942717,-18.37,9.482658526,22.72692737,463.5373349,94.04860211
53,STRUTHIONIFORMES,Tinamidae,Patagonian Tinamou,Tinamotis ingoufi,Tinamotis ingoufi,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.86332286,35.98062748,-47.08,7.683023231,21.77684923,425.3573846,33.13571708
54,STRUTHIONIFORMES,Casuariidae,Southern Cassowary,Casuarius casuarius,Casuarius casuarius,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,NA,0,0,1,0,0,0,0,4.643452676,0.033337907,-7.46,24.8175,10.98810383,2721.307225,209.9780217
55,STRUTHIONIFORMES,Casuariidae,Dwarf Cassowary,Casuarius bennetti,Casuarius bennetti,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.54406792,0.047738228,-6.37,23.59327,10.4270495,2732.249,183.78107
56,STRUTHIONIFORMES,Casuariidae,Northern Cassowary,Casuarius unappendiculatus,Casuarius unappendiculatus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.663454504,0.038016176,-3.02,24.90260625,9.258144844,2881.682344,151.2405016
57,STRUTHIONIFORMES,Casuariidae,Common Emu,Dromaius novaehollandiae,Dromaius novaehollandiae,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.532668403,0.081413713,-26.06,21.19573936,27.28313163,505.458366,83.93484663
58,STRUTHIONIFORMES,Casuariidae,King Island Emu,Dromaius minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,STRUTHIONIFORMES,Casuariidae,Kangaroo Island Emu,Dromaius baudinianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,STRUTHIONIFORMES,Apterygidae,Great Spotted Kiwi,Apteryx haastii,Apteryx haastii,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.30592718,0.1,-41.51,10.374054,18.47872,2375.646,111.54286
61,STRUTHIONIFORMES,Apterygidae,Little Spotted Kiwi,Apteryx owenii,Apteryx owenii,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.092822366,0.1,-38.2,13.90524,17.8136,1487.516,79.23014
62,STRUTHIONIFORMES,Apterygidae,Northern Brown Kiwi,Apteryx mantelli,Apteryx mantelli,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.365583444,0.1,NA,NA,NA,NA,NA
63,STRUTHIONIFORMES,Apterygidae,Southern Brown Kiwi,Apteryx australis,Apteryx australis,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.365583444,0.1,-40.26,11.7362103,18.99510303,1926.459697,85.02355152
64,STRUTHIONIFORMES,Apterygidae,Rowi,Apteryx rowi,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0.1,NA,NA,NA,NA,NA
65,GALLIFORMES,Megapodiidae,Australian Brush-turkey,Alectura lathami,Alectura lathami,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.367925908,21.46232524,-22.8,21.53782479,21.1885265,1113.620889,196.5624018
66,GALLIFORMES,Megapodiidae,Wattled Brush-turkey,Aepypodius arfakianus,Aepypodius arfakianus,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.165481743,16.90595315,-5.34,23.2658254,10.51181683,3182.649048,172.3463825
67,GALLIFORMES,Megapodiidae,Waigeo Brush-turkey,Aepypodius bruijnii,Aepypodius bruijnii,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.283301229,8.908450704,-0.38,26.71805,7.414815,2770.945,169.227
68,GALLIFORMES,Megapodiidae,Red-billed Brush-turkey,Talegalla cuvieri,Talegalla cuvieri,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.25163822,27.08029013,-2.24,25.81619091,8.28787,2761.34697,147.0123333
69,GALLIFORMES,Megapodiidae,Black-billed Brush-turkey,Talegalla fuscirostris,Talegalla fuscirostris,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.118750679,25.18367679,-7.71,24.50155758,11.21531909,2906.823333,214.5614242
70,GALLIFORMES,Megapodiidae,Collared Brush-turkey,Talegalla jobiensis,Talegalla jobiensis,0,NA,u,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.169912379,24.77024594,-6.18,24.06439189,10.52047892,2720.675946,191.1615568
71,GALLIFORMES,Megapodiidae,Malleefowl,Leipoa ocellata,Leipoa ocellata,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.281916973,30.94309038,-31.49,17.89478462,27.35287404,360.0764183,35.23252554
72,GALLIFORMES,Megapodiidae,Maleo,Macrocephalon maleo,Macrocephalon maleo,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.194031215,22.05617508,-1.97,25.24875098,10.24402176,2082.762157,186.2527
73,GALLIFORMES,Megapodiidae,Moluccan Scrubfowl,Eulipoa wallacei,Eulipoa wallacei,0,NA,u,0,0,0,1,0,0,u,0,0,0,0,0,1,0,0,0,0,0,2.703265578,33.52739634,-1.51,26.01582692,8.237140385,2140.529615,180.8921154
74,GALLIFORMES,Megapodiidae,Nicobar Scrubfowl,Megapodius nicobariensis,Megapodius nicobariensis,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.922564578,20.12304361,7.59,27.222225,7.6333325,2376.665,234.59725
75,GALLIFORMES,Megapodiidae,Philippine Scrubfowl,Megapodius cumingii,Megapodius cumingii,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.018700499,26.13674046,-1.56,25.30658043,10.10416761,2061.030217,170.1772
76,GALLIFORMES,Megapodiidae,Sula Scrubfowl,Megapodius bernsteinii,Megapodius bernsteinii,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.885683428,26,-1.89,26.02646667,9.708332222,1909.103333,184.8377
77,GALLIFORMES,Megapodiidae,Tanimbar Scrubfowl,Megapodius tenimberensis,Megapodius tenimberensis,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.9424099,21.54150198,-12.36,NA,NA,NA,NA
78,GALLIFORMES,Megapodiidae,Vanuatu Scrubfowl,Megapodius layardi,Megapodius layardi,0,NA,0,0,0,0,1,0,0,u,0,0,0,0,0,1,0,0,0,0,0,2.885683428,25.27901602,-15.76,24.4547,9.494126429,2844.130714,228.50915
79,GALLIFORMES,Megapodiidae,Micronesian Scrubfowl,Megapodius laperouse,Megapodius laperouse,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.488550717,31.96790192,15.66,26.27333,8.239833,2104.777,203.27167
80,GALLIFORMES,Megapodiidae,Tongan Scrubfowl,Megapodius pritchardii,Megapodius pritchardii,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.562292864,18.81364412,-17.43,25.434,8.716,2249.48,206.82
81,GALLIFORMES,Megapodiidae,Dusky Scrubfowl,Megapodius freycinet,Megapodius freycinet,0,NA,u,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.807859613,24.66283654,-4.9,26.20044138,8.17211069,3207.513218,195.3688023
82,GALLIFORMES,Megapodiidae,Biak Scrubfowl ,Megapodius geelvinkianus,Megapodius geelvinkianus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.807859613,18.55604554,NA,NA,NA,NA,NA
83,GALLIFORMES,Megapodiidae,New Guinea Scrubfowl,Megapodius decollatus,Megapodius affinis,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.823695884,14.52866744,-4.59,24.40734776,10.7673306,2810.636716,203.0550493
84,GALLIFORMES,Megapodiidae,Melanesian Scrubfowl,Megapodius eremita,Megapodius eremita,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.830376923,27.96968446,-5.78,26.04803649,8.405595,3224.636081,207.4958662
85,GALLIFORMES,Megapodiidae,Orange-footed Scrubfowl,Megapodius reinwardt,Megapodius reinwardt,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.9424099,22.84065888,-12.36,25.40213311,15.13512861,1942.725159,261.7374733
86,GALLIFORMES,Cracidae,Black Guan,Chamaepetes unicolor,Chamaepetes unicolor,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.054995862,14.96027047,9.69,24.17223333,12.33421667,2910.029167,384.3514208
87,GALLIFORMES,Cracidae,Sickle-winged Guan,Chamaepetes goudotii,Chamaepetes goudotii,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.86193447,9.270292631,-0.81,20.28925375,12.55070838,2173.258113,192.2389504
88,GALLIFORMES,Cracidae,Highland Guan,Penelopina nigra,Penelopina nigra,0,NA,0,u,0,0,0,0,0,0,u,u,0,0,0,0,1,0,0,1,0,2.949385127,5.744873772,15.07,23.2407,15.99277097,1884.249032,313.0299132
89,GALLIFORMES,Cracidae,Band-tailed Guan,Penelope argyrotis,Penelope argyrotis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,NA,0,0,0,0,0,1,0,2.906717441,12.65632801,8.74,23.12042353,12.75408824,1613.237059,224.6548844
90,GALLIFORMES,Cracidae,Bearded Guan,Penelope barbata,Penelope barbata,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.071756854,12.23723181,-4.87,19.02587333,13.89616667,1102.657667,121.6288491
91,GALLIFORMES,Cracidae,Baudo Guan,Penelope ortoni,Penelope ortoni,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.071756854,12.19379252,2.29,22.43285556,10.12451593,3436.851222,285.5602604
92,GALLIFORMES,Cracidae,Andean Guan,Penelope montagnii,Penelope montagnii,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.848804701,10.20607674,-3.13,19.551653,14.49899391,1813.286391,205.3678114
93,GALLIFORMES,Cracidae,Marail Guan,Penelope marail,Penelope marail,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u,NA,NA,0,0,0,0,0,1,0,2.944319781,10.66501014,2.6,26.16188795,11.2878638,2224.72753,298.5215042
94,GALLIFORMES,Cracidae,Rusty-margined Guan,Penelope superciliaris,Penelope superciliaris,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.951818183,13.36030331,-13.53,23.96893517,16.40011535,1497.440121,226.0366819
95,GALLIFORMES,Cracidae,Red-faced Guan,Penelope dabbenei,Penelope dabbenei,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.089905111,12.26300796,-20.34,19.34104167,21.96305833,770.1591667,142.9875
96,GALLIFORMES,Cracidae,Spix's Guan,Penelope jacquacu,Penelope jacquacu,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3.172573744,9.835742428,-4.37,25.20192781,13.60605207,2277.018351,248.1493436
97,GALLIFORMES,Cracidae,Crested Guan,Penelope purpurascens,Penelope purpurascens,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.31386722,12.02755229,12.46,24.08309386,14.37393155,1900.830448,273.6907412
98,GALLIFORMES,Cracidae,Cauca Guan,Penelope perspicax,Penelope perspicax,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3.071756854,12.21590909,3.41,19.85029,10.99566,2823.58,206.39552
