SORTER,Submitted_Name,Submitted_Author,Submitted_Genus,Submitted_Rank,Name_in_database,Author_in_database,Genus_in_database,Rank_in_database,ID_in_database,Name_set,Fuzzy,Score,name.dist,author.dist,New_name,New_author,New_ID,Family,Name_spLev,Accepted_SPNAME,NOTE
45,Clangula hyemalis,,Clangula,2,Clangula hyemalis,"(Linnaeus, 1758)",Clangula,2,175147,1,FALSE,0.8,0,,,,,Anatidae,,Clangula hyemalis,
46,Bucephala albeola,,Bucephala,2,Bucephala albeola,"(Linnaeus, 1758)",Bucephala,2,175145,1,FALSE,0.8,0,,,,,Anatidae,,Bucephala albeola,
47,Bucephala clangula,,Bucephala,2,Bucephala clangula,"(Linnaeus, 1758)",Bucephala,2,175141,1,FALSE,0.8,0,,,,,Anatidae,,Bucephala clangula,
48,Bucephala islandica,,Bucephala,2,Bucephala islandica,"(Gmelin, 1789)",Bucephala,2,175144,1,FALSE,0.8,0,,,,,Anatidae,,Bucephala islandica,
49,Mergellus albellus,,Mergellus,2,Mergellus albellus,"(Linnaeus, 1758)",Mergellus,2,175196,1,FALSE,0.8,0,,,,,Anatidae,,Mergellus albellus,
50,Lophodytes cucullatus,,Lophodytes,2,Lophodytes cucullatus,"(Linnaeus, 1758)",Lophodytes,2,175183,1,FALSE,0.8,0,,,,,Anatidae,,Lophodytes cucullatus,
51,Mergus merganser,,Mergus,2,Mergus merganser,"Linnaeus, 1758",Mergus,2,175185,1,FALSE,0.8,0,,,,,Anatidae,,Mergus merganser,
52,Mergus serrator,,Mergus,2,Mergus serrator,"Linnaeus, 1758",Mergus,2,175187,1,FALSE,0.8,0,,,,,Anatidae,,Mergus serrator,
53,Oxyura jamaicensis,,Oxyura,2,Oxyura jamaicensis,"(Gmelin, 1789)",Oxyura,2,175175,1,FALSE,0.8,0,,,,,Anatidae,,Oxyura jamaicensis,
54,Oreortyx pictus,,Oreortyx,2,Oreortyx pictus,"(Douglas, 1829)",Oreortyx,2,175893,1,FALSE,0.8,0,,,,,Odontophoridae,,Oreortyx pictus,
55,Callipepla californica,,Callipepla,2,Callipepla californica,"(Shaw, 1798)",Callipepla,2,175876,1,FALSE,0.8,0,,,,,Odontophoridae,,Callipepla californica,
56,Meleagris gallopavo,,Meleagris,2,Meleagris gallopavo,"Linnaeus, 1758",Meleagris,2,176136,1,FALSE,0.8,0,,,,,Phasianidae,,Meleagris gallopavo,
57,Bonasa umbellus,,Bonasa,2,Bonasa umbellus,"(Linnaeus, 1766)",Bonasa,2,175790,1,FALSE,0.8,0,,,,,Phasianidae,,Bonasa umbellus,
58,Centrocercus urophasianus,,Centrocercus,2,Centrocercus urophasianus,"(Bonaparte, 1827)",Centrocercus,2,175855,1,FALSE,0.8,0,,,,,Phasianidae,,Centrocercus urophasianus,
59,Dendragapus obscurus,,Dendragapus,2,Dendragapus obscurus,"(Say, 1823)",Dendragapus,2,175860,1,FALSE,0.8,0,,,,,Phasianidae,,Dendragapus obscurus,
60,Dendragapus fuliginosus,,Dendragapus,2,Dendragapus falcipennis,"(Hartlaub, 1855)",Dendragapus,2,553895-175781,1,TRUE,0.45,7,,Falcipennis falcipennis,"(Hartlaub, 1855)",553895,Phasianidae,,Falcipennis falcipennis,
61,Tympanuchus phasianellus,,Tympanuchus,2,Tympanuchus phasianellus,"(Linnaeus, 1758)",Tympanuchus,2,175841,1,FALSE,0.8,0,,,,,Phasianidae,,Tympanuchus phasianellus,
62,Lagopus leucura,,Lagopus,2,Lagopus leucura,"(Richardson, 1831)",Lagopus,2,677541,1,FALSE,0.8,0,,,,,Phasianidae,,Lagopus leucura,
63,Lagopus lagopus,,Lagopus,2,Lagopus lagopus,"(Linnaeus, 1758)",Lagopus,2,175804,1,FALSE,0.8,0,,,,,Phasianidae,,Lagopus lagopus,
64,Lagopus muta,,Lagopus,2,Lagopus muta,"(Montin, 1781)",Lagopus,2,677542,1,FALSE,0.8,0,,,,,Phasianidae,,Lagopus muta,
65,Canachites canadensis,,Canachites,2,Canachites canadensis,"(Linnaeus, 1758)",Canachites,2,553896-175783,1,FALSE,0.8,0,,Falcipennis canadensis,"(Linnaeus, 1758)",553896,Phasianidae,,Falcipennis canadensis,
66,Perdix perdix,,Perdix,2,Perdix perdix,"(Linnaeus, 1758)",Perdix,2,175915,1,FALSE,0.8,0,,,,,Phasianidae,,Perdix perdix,
67,Phasianus colchicus,,Phasianus,2,Phasianus colchicus,"Linnaeus, 1758",Phasianus,2,175905,1,FALSE,0.8,0,,,,,Phasianidae,,Phasianus colchicus,
68,Phasianus versicolor,,Phasianus,2,Phasianus versicolor,"Vieillot, 1825",Phasianus,2,175906,1,FALSE,0.8,0,,,,,Phasianidae,,Phasianus versicolor,
69,Lophura nycthemera,,Lophura,2,Lophura nycthemera,"(Linnaeus, 1758)",Lophura,2,176083,1,FALSE,0.8,0,,,,,Phasianidae,,Lophura nycthemera,
70,Alectoris chukar,,Alectoris,2,Alectoris chukar,"(J. E. Gray, 1830)",Alectoris,2,175908,1,FALSE,0.8,0,,,,,Phasianidae,,Alectoris chukar,
71,Columba livia,,Columba,2,Columba livia,"J. F. Gmelin, 1789",Columba,2,177071,1,FALSE,0.8,0,,,,,Columbidae,,Columba livia,
72,Patagioenas fasciata,,Patagioenas,2,Patagioenas fasciata,"(Say, 1822)",Patagioenas,2,676899,1,FALSE,0.8,0,,,,,Columbidae,,Patagioenas fasciata,
73,Ectopistes migratorius,,Ectopistes,2,Ectopistes migratorius,"(Linnaeus, 1766)",Ectopistes,2,177132,1,FALSE,0.8,0,,,,,Columbidae,,Ectopistes migratorius,
74,Streptopelia orientalis,,Streptopelia,2,Streptopelia orientalis,"(Latham, 1790)",Streptopelia,2,177142,1,FALSE,0.8,0,,,,,Columbidae,,Streptopelia orientalis,
75,Streptopelia decaocto,,Streptopelia,2,Streptopelia decaocto,"(Frivaldszky, 1838)",Streptopelia,2,177139,1,FALSE,0.8,0,,,,,Columbidae,,Streptopelia decaocto,
76,Zenaida asiatica,,Zenaida,2,Zenaida asiatica,"(Linnaeus, 1758)",Zenaida,2,177121,1,FALSE,0.8,0,,,,,Columbidae,,Zenaida asiatica,
77,Zenaida macroura,,Zenaida,2,Zenaida macroura,"(Linnaeus, 1758)",Zenaida,2,177125,1,FALSE,0.8,0,,,,,Columbidae,,Zenaida macroura,
78,Coccyzus americanus,,Coccyzus,2,Coccyzus americanus,"(Linnaeus, 1758)",Coccyzus,2,177831,1,FALSE,0.8,0,,,,,Cuculidae,,Coccyzus americanus,
79,Coccyzus erythropthalmus,,Coccyzus,2,Coccyzus erythropthalmus,"(A. Wilson, 1811)",Coccyzus,2,177834,1,FALSE,0.8,0,,,,,Cuculidae,,Coccyzus erythropthalmus,
80,Cuculus canorus,,Cuculus,2,Cuculus canorus,"Linnaeus, 1758",Cuculus,2,177822,1,FALSE,0.8,0,,,,,Cuculidae,,Cuculus canorus,
81,Chordeiles acutipennis,,Chordeiles,2,Chordeiles acutipennis,"(Hermann, 1783)",Chordeiles,2,177988,1,FALSE,0.8,0,,,,,Caprimulgidae,,Chordeiles acutipennis,
82,Chordeiles minor,,Chordeiles,2,Chordeiles minor,"(J. R. Forster, 1771)",Chordeiles,2,177979,1,FALSE,0.8,0,,,,,Caprimulgidae,,Chordeiles minor,
83,Phalaenoptilus nuttallii,,Phalaenoptilus,2,Phalaenoptilus nuttallii,"(Audubon, 1844)",Phalaenoptilus,2,555544,1,FALSE,0.8,0,,,,,Caprimulgidae,,Phalaenoptilus nuttallii,
84,Antrostomus vociferus,,Antrostomus,2,Antrostomus vociferus,"(A. Wilson, 1812)",Antrostomus,2,1077358,1,FALSE,0.8,0,,,,,Caprimulgidae,,Antrostomus vociferus,
85,Cypseloides niger,,Cypseloides,2,Cypseloides niger,"(J. F. Gmelin, 1789)",Cypseloides,2,177997,1,FALSE,0.8,0,,,,,Apodidae,,Cypseloides niger,
86,Chaetura pelagica,,Chaetura,2,Chaetura pelagica,"(Linnaeus, 1758)",Chaetura,2,178001,1,FALSE,0.8,0,,,,,Apodidae,,Chaetura pelagica,
87,Chaetura vauxi,,Chaetura,2,Chaetura vauxi,"(J. K. Townsend, 1839)",Chaetura,2,178002,1,FALSE,0.8,0,,,,,Apodidae,,Chaetura vauxi,
88,Apus nipalensis,,Apus,2,Apus nipalensis,"(Hodgson, 1837)",Apus,2,555015,1,FALSE,0.8,0,,,,,Apodidae,,Apus nipalensis,
89,Aeronautes saxatalis,,Aeronautes,2,Aeronautes saxatalis,"(Woodhouse, 1853)",Aeronautes,2,178014,1,FALSE,0.8,0,,,,,Apodidae,,Aeronautes saxatalis,
90,Colibri thalassinus,,Colibri,2,Colibri thalassinus,"(Swainson, 1827)",Colibri,2,178084,1,FALSE,0.8,0,,,,,Trochilidae,,Colibri thalassinus,
91,Eugenes fulgens,,Eugenes,2,Eugenes fulgens,"(Swainson, 1827)",Eugenes,2,178050,1,FALSE,0.8,0,,,,,Trochilidae,,Eugenes fulgens,
92,Archilochus colubris,,Archilochus,2,Archilochus colubris,"(Linnaeus, 1758)",Archilochus,2,178032,1,FALSE,0.8,0,,,,,Trochilidae,,Archilochus colubris,
93,Archilochus alexandri,,Archilochus,2,Archilochus alexandri,"(Bourcier &amp; Mulsant, 1846)",Archilochus,2,178033,1,FALSE,0.8,0,,,,,Trochilidae,,Archilochus alexandri,
94,Calypte anna,,Calypte,2,Calypte anna,"(R. Lesson, 1829)",Calypte,2,178036,1,FALSE,0.8,0,,,,,Trochilidae,,Calypte anna,
95,Calypte costae,,Calypte,2,Calypte costae,"(Bourcier, 1839)",Calypte,2,178035,1,FALSE,0.8,0,,,,,Trochilidae,,Calypte costae,
96,Selasphorus calliope,,Selasphorus,2,Selasphorus calliope,"(Gould, 1847)",Selasphorus,2,1149434,1,FALSE,0.8,0,,,,,Trochilidae,,Selasphorus calliope,
97,Selasphorus rufus,,Selasphorus,2,Selasphorus rufus,"(J. F. Gmelin, 1788)",Selasphorus,2,178040,1,FALSE,0.8,0,,,,,Trochilidae,,Selasphorus rufus,
98,Selasphorus platycercus,,Selasphorus,2,Selasphorus platycercus,"(Swainson, 1827)",Selasphorus,2,178038,1,FALSE,0.8,0,,,,,Trochilidae,,Selasphorus platycercus,
99,Basilinna xantusii,,Basilinna,2,Basilinna xantusii,"(Lawrence, 1861)",Basilinna,2,693164,1,FALSE,0.8,0,,,,,Trochilidae,,Basilinna xantusii,
100,Rallus limicola,,Rallus,2,Rallus limicola,"Vieillot, 1819",Rallus,2,176221,1,FALSE,0.8,0,,,,,Rallidae,,Rallus limicola,
101,Porzana carolina,,Porzana,2,Porzana carolina,"(Linnaeus, 1758)",Porzana,2,176242,1,FALSE,0.8,0,,,,,Rallidae,,Porzana carolina,
102,Gallinula galeata,,Gallinula,2,Gallinula angulata,"Sundevall, 1850",Gallinula,2,176287,1,TRUE,0.6,4,,,,,Rallidae,,Gallinula angulata,
103,Fulica americana,,Fulica,2,Fulica americana,"Gmelin, 1789",Fulica,2,176292,1,FALSE,0.8,0,,,,,Rallidae,,Fulica americana,
104,Coturnicops noveboracensis,,Coturnicops,2,Coturnicops noveboracensis,"(Gmelin, 1789)",Coturnicops,2,176259,1,FALSE,0.8,0,,,,,Rallidae,,Coturnicops noveboracensis,
105,Anthropoides virgo,,Anthropoides,2,Anthropoides virgo,"(Linnaeus, 1758)",Anthropoides,2,176192,1,FALSE,0.8,0,,,,,Gruidae,,Anthropoides virgo,
106,Antigone canadensis,,Antigone,2,,,,,,1,TRUE,,,,,,,,,,No matching result
107,Grus grus,,Grus,2,Grus grus,"(Linnaeus, 1758)",Grus,2,176183,1,FALSE,0.8,0,,,,,Gruidae,,Grus grus,
108,Grus americana,,Grus,2,Grus americana,"(Linnaeus, 1758)",Grus,2,176176,1,FALSE,0.8,0,,,,,Gruidae,,Grus americana,
109,Himantopus mexicanus,,Himantopus,2,Himantopus mexicanus,"(Statius Muller, 1776)",Himantopus,2,176726,1,FALSE,0.8,0,,,,,Recurvirostridae,,Himantopus mexicanus,
110,Recurvirostra americana,,Recurvirostra,2,Recurvirostra americana,"Gmelin, 1789",Recurvirostra,2,176721,1,FALSE,0.8,0,,,,,Recurvirostridae,,Recurvirostra americana,
111,Haematopus bachmani,,Haematopus,2,Haematopus bachmani,"Audubon, 1838",Haematopus,2,176475,1,FALSE,0.8,0,,,,,Haematopodidae,,Haematopus bachmani,
112,Pluvialis squatarola,,Pluvialis,2,Pluvialis squatarola,"(Linnaeus, 1758)",Pluvialis,2,176567,1,FALSE,0.8,0,,,,,Charadriidae,,Pluvialis squatarola,
113,Pluvialis dominica,,Pluvialis,2,Pluvialis dominica,"(Statius Muller, 1776)",Pluvialis,2,176564,1,FALSE,0.8,0,,,,,Charadriidae,,Pluvialis dominica,
114,Pluvialis fulva,,Pluvialis,2,Pluvialis fulva,"(Gmelin, 1789)",Pluvialis,2,554381,1,FALSE,0.8,0,,,,,Charadriidae,,Pluvialis fulva,
115,Eudromias morinellus,,Eudromias,2,Eudromias morinellus,"(Linnaeus, 1758)",Eudromias,2,176545-176547,1,FALSE,0.8,0,,Charadrius morinellus,"Linnaeus, 1758",176545,Charadriidae,,Charadrius morinellus,
116,Charadrius vociferus,,Charadrius,2,Charadrius vociferus,"Linnaeus, 1758",Charadrius,2,176520,1,FALSE,0.8,0,,,,,Charadriidae,,Charadrius vociferus,
117,Charadrius hiaticula,,Charadrius,2,Charadrius hiaticula,"Linnaeus, 1758",Charadrius,2,176504,1,FALSE,0.8,0,,,,,Charadriidae,,Charadrius hiaticula,
118,Charadrius semipalmatus,,Charadrius,2,Charadrius semipalmatus,"Bonaparte, 1825",Charadrius,2,176506,1,FALSE,0.8,0,,,,,Charadriidae,,Charadrius semipalmatus,
119,Charadrius melodus,,Charadrius,2,Charadrius melodus,"Ord, 1824",Charadrius,2,176507,1,FALSE,0.8,0,,,,,Charadriidae,,Charadrius melodus,
120,Anarhynchus mongolus,,Anarhynchus,2,Anarhynchus frontalis,"Quoy &amp; Gaimard, 1830",Anarhynchus,2,176551,1,TRUE,0.55,5,,,,,Charadriidae,,Anarhynchus frontalis,
121,Anarhynchus montanus,,Anarhynchus,2,Anarhynchus frontalis,"Quoy &amp; Gaimard, 1830",Anarhynchus,2,176551,1,TRUE,0.6,4,,,,,Charadriidae,,Anarhynchus frontalis,
122,Anarhynchus nivosus,,Anarhynchus,2,Anarhynchus frontalis,"Quoy &amp; Gaimard, 1830",Anarhynchus,2,176551,1,TRUE,0.4,8,,,,,Charadriidae,,Anarhynchus frontalis,
123,Bartramia longicauda,,Bartramia,2,Bartramia longicauda,"(Bechstein, 1812)",Bartramia,2,176610,1,FALSE,0.8,0,,,,,Scolopacidae,,Bartramia longicauda,
124,Numenius tahitiensis,,Numenius,2,Numenius tahitiensis,"(Gmelin, 1789)",Numenius,2,176604,1,FALSE,0.8,0,,,,,Scolopacidae,,Numenius tahitiensis,
125,Numenius phaeopus,,Numenius,2,Numenius phaeopus,"(Linnaeus, 1758)",Numenius,2,176599,1,FALSE,0.8,0,,,,,Scolopacidae,,Numenius phaeopus,
126,Numenius americanus,,Numenius,2,Numenius americanus,"Bechstein, 1812",Numenius,2,176593,1,FALSE,0.8,0,,,,,Scolopacidae,,Numenius americanus,
127,Numenius madagascariensis,,Numenius,2,Numenius madagascariensis,"(Linnaeus, 1766)",Numenius,2,176598,1,FALSE,0.8,0,,,,,Scolopacidae,,Numenius madagascariensis,
128,Limosa lapponica,,Limosa,2,Limosa lapponica,"(Linnaeus, 1758)",Limosa,2,176687,1,FALSE,0.8,0,,,,,Scolopacidae,,Limosa lapponica,
129,Limosa limosa,,Limosa,2,Limosa limosa,"(Linnaeus, 1758)",Limosa,2,176691,1,FALSE,0.8,0,,,,,Scolopacidae,,Limosa limosa,
130,Limosa haemastica,,Limosa,2,Limosa haemastica,"(Linnaeus, 1758)",Limosa,2,176690,1,FALSE,0.8,0,,,,,Scolopacidae,,Limosa haemastica,
131,Limosa fedoa,,Limosa,2,Limosa fedoa,"(Linnaeus, 1758)",Limosa,2,176686,1,FALSE,0.8,0,,,,,Scolopacidae,,Limosa fedoa,
132,Limnodromus griseus,,Limnodromus,2,Limnodromus griseus,"(Gmelin, 1789)",Limnodromus,2,176675,1,FALSE,0.8,0,,,,,Scolopacidae,,Limnodromus griseus,
133,Limnodromus scolopaceus,,Limnodromus,2,Limnodromus scolopaceus,"(Say, 1822)",Limnodromus,2,176679,1,FALSE,0.8,0,,,,,Scolopacidae,,Limnodromus scolopaceus,
134,Lymnocryptes minimus,,Lymnocryptes,2,Lymnocryptes minimus,"(Brunnich, 1764)",Lymnocryptes,2,176591,1,FALSE,0.8,0,,,,,Scolopacidae,,Lymnocryptes minimus,
135,Scolopax minor,,Scolopax,2,Scolopax minor,"Gmelin, 1789",Scolopax,2,176580,1,FALSE,0.8,0,,,,,Scolopacidae,,Scolopax minor,
136,Gallinago delicata,,Gallinago,2,Gallinago delicata,"(Ord, 1825)",Gallinago,2,726048,1,FALSE,0.8,0,,,,,Scolopacidae,,Gallinago delicata,
137,Phalaropus tricolor,,Phalaropus,2,Phalaropus tricolor,"(Vieillot, 1819)",Phalaropus,2,176736,1,FALSE,0.8,0,,,,,Scolopacidae,,Phalaropus tricolor,
138,Phalaropus fulicarius,,Phalaropus,2,Phalaropus fulicarius,"(Linnaeus, 1758)",Phalaropus,2,176734,1,FALSE,0.8,0,,,,,Scolopacidae,,Phalaropus fulicarius,
139,Phalaropus lobatus,,Phalaropus,2,Phalaropus lobatus,"(Linnaeus, 1758)",Phalaropus,2,176735,1,FALSE,0.8,0,,,,,Scolopacidae,,Phalaropus lobatus,
140,Xenus cinereus,,Xenus,2,Xenus cinereus,"(Guldenstadt, 1775)",Xenus,2,176718,1,FALSE,0.8,0,,,,,Scolopacidae,,Xenus cinereus,
141,Actitis macularius,,Actitis,2,Actitis macularius,"(Linnaeus, 1766)",Actitis,2,726049,1,FALSE,0.8,0,,,,,Scolopacidae,,Actitis macularius,
142,Tringa solitaria,,Tringa,2,Tringa solitaria,"A. Wilson, 1813",Tringa,2,176615,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa solitaria,
143,Tringa brevipes,,Tringa,2,Tringa brevipes,"(Vieillot, 1816)",Tringa,2,176626,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa brevipes,
144,Tringa incana,,Tringa,2,Tringa incana,"(Gmelin, 1789)",Tringa,2,176630,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa incana,
145,Tringa glareola,,Tringa,2,Tringa glareola,"Linnaeus, 1758",Tringa,2,176618,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa glareola,
146,Tringa flavipes,,Tringa,2,Tringa flavipes,"(Gmelin, 1789)",Tringa,2,176620,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa flavipes,
147,Tringa semipalmata,,Tringa,2,Tringa semipalmata,"(Gmelin, 1789)",Tringa,2,824147,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa semipalmata,
148,Tringa erythropus,,Tringa,2,Tringa erythropus,"(Pallas, 1764)",Tringa,2,176621,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa erythropus,
149,Tringa nebularia,,Tringa,2,Tringa nebularia,"(Gunnerus, 1767)",Tringa,2,176624,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa nebularia,
150,Tringa melanoleuca,,Tringa,2,Tringa melanoleuca,"(Gmelin, 1789)",Tringa,2,176619,1,FALSE,0.8,0,,,,,Scolopacidae,,Tringa melanoleuca,
151,Arenaria interpres,,Arenaria,2,Arenaria interpres,"(Linnaeus, 1758)",Arenaria,2,176571,1,FALSE,0.8,0,,,,,Scolopacidae,,Arenaria interpres,
152,Arenaria melanocephala,,Arenaria,2,Arenaria melanocephala,"(Vigors, 1829)",Arenaria,2,176574,1,FALSE,0.8,0,,,,,Scolopacidae,,Arenaria melanocephala,
153,Calidris tenuirostris,,Calidris,2,Calidris tenuirostris,"(Horsfield, 1821)",Calidris,2,176645,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris tenuirostris,
154,Calidris canutus,,Calidris,2,Calidris canutus,"(Linnaeus, 1758)",Calidris,2,176642,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris canutus,
155,Calidris virgata,,Calidris,2,Calidris minuta,"(Leisler, 1812)",Calidris,2,176670,1,TRUE,0.6,4,,,,,Scolopacidae,,Calidris minuta,
156,Calidris pugnax,,Calidris,2,Calidris pusilla,"(Linnaeus, 1766)",Calidris,2,176667,1,TRUE,0.55,5,,,,,Scolopacidae,,Calidris pusilla,Multiple results
157,Calidris acuminata,,Calidris,2,Calidris acuminata,"(Horsfield, 1821)",Calidris,2,176652,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris acuminata,
158,Calidris ferruginea,,Calidris,2,Calidris ferruginea,"(Pontoppidan, 1763)",Calidris,2,176660,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris ferruginea,
159,Calidris himantopus,,Calidris,2,Calidris himantopus,"(Bonaparte, 1826)",Calidris,2,554145,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris himantopus,
160,Calidris temminckii,,Calidris,2,Calidris temminckii,"(Leisler, 1812)",Calidris,2,176658,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris temminckii,
161,Calidris ruficollis,,Calidris,2,Calidris ruficollis,"(Pallas, 1776)",Calidris,2,176659,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris ruficollis,
162,Calidris pygmaea,,Calidris,2,Calidris pusilla,"(Linnaeus, 1766)",Calidris,2,176667,1,TRUE,0.55,5,,,,,Scolopacidae,,Calidris pusilla,
163,Calidris subruficollis,,Calidris,2,Calidris ruficollis,"(Pallas, 1776)",Calidris,2,176659,1,TRUE,0.65,3,,,,,Scolopacidae,,Calidris ruficollis,
164,Calidris alba,,Calidris,2,Calidris alba,"(Pallas, 1764)",Calidris,2,176669,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris alba,
165,Calidris alpina,,Calidris,2,Calidris alpina,"(Linnaeus, 1758)",Calidris,2,176661,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris alpina,
166,Calidris maritima,,Calidris,2,Calidris maritima,"(Brunnich, 1764)",Calidris,2,176646,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris maritima,
167,Calidris ptilocnemis,,Calidris,2,Calidris ptilocnemis,"(Coues, 1873)",Calidris,2,176647,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris ptilocnemis,
168,Calidris bairdii,,Calidris,2,Calidris bairdii,"(Coues, 1861)",Calidris,2,176655,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris bairdii,
169,Calidris minuta,,Calidris,2,Calidris minuta,"(Leisler, 1812)",Calidris,2,176670,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris minuta,
170,Calidris fuscicollis,,Calidris,2,Calidris fuscicollis,"(Vieillot, 1819)",Calidris,2,176654,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris fuscicollis,
171,Calidris minutilla,,Calidris,2,Calidris minutilla,"(Vieillot, 1819)",Calidris,2,176656,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris minutilla,
172,Calidris melanotos,,Calidris,2,Calidris melanotos,"(Vieillot, 1819)",Calidris,2,176653,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris melanotos,
173,Calidris mauri,,Calidris,2,Calidris mauri,"(Cabanis, 1857)",Calidris,2,176668,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris mauri,
174,Calidris pusilla,,Calidris,2,Calidris pusilla,"(Linnaeus, 1766)",Calidris,2,176667,1,FALSE,0.8,0,,,,,Scolopacidae,,Calidris pusilla,
175,Stercorarius longicaudus,,Stercorarius,2,Stercorarius longicaudus,"Vieillot, 1819",Stercorarius,2,176794,1,FALSE,0.8,0,,,,,Stercorariidae,,Stercorarius longicaudus,
176,Stercorarius parasiticus,,Stercorarius,2,Stercorarius parasiticus,"(Linnaeus, 1758)",Stercorarius,2,176793,1,FALSE,0.8,0,,,,,Stercorariidae,,Stercorarius parasiticus,
177,Stercorarius pomarinus,,Stercorarius,2,Stercorarius pomarinus,"(Temminck, 1815)",Stercorarius,2,176792,1,FALSE,0.8,0,,,,,Stercorariidae,,Stercorarius pomarinus,
178,Stercorarius maccormicki,,Stercorarius,2,Stercorarius maccormicki,"H. Saunders, 1893",Stercorarius,2,660062,1,FALSE,0.8,0,,,,,Stercorariidae,,Stercorarius maccormicki,
179,Cerorhinca monocerata,,Cerorhinca,2,Cerorhinca monocerata,"(Pallas, 1811)",Cerorhinca,2,177023,1,FALSE,0.8,0,,,,,Alcidae,,Cerorhinca monocerata,
180,Fratercula cirrhata,,Fratercula,2,Fratercula cirrhata,"(Pallas, 1769)",Fratercula,2,177032,1,FALSE,0.8,0,,,,,Alcidae,,Fratercula cirrhata,
181,Fratercula corniculata,,Fratercula,2,Fratercula corniculata,"(J. F. Naumann, 1821)",Fratercula,2,177029,1,FALSE,0.8,0,,,,,Alcidae,,Fratercula corniculata,
182,Ptychoramphus aleuticus,,Ptychoramphus,2,Ptychoramphus aleuticus,"(Pallas, 1811)",Ptychoramphus,2,177013,1,FALSE,0.8,0,,,,,Alcidae,,Ptychoramphus aleuticus,
183,Aethia pusilla,,Aethia,2,Aethia pusilla,"(Pallas, 1811)",Aethia,2,177020,1,FALSE,0.8,0,,,,,Alcidae,,Aethia pusilla,
184,Aethia cristatella,,Aethia,2,Aethia cristatella,"(Pallas, 1769)",Aethia,2,177019,1,FALSE,0.8,0,,,,,Alcidae,,Aethia cristatella,
185,Aethia psittacula,,Aethia,2,Aethia psittacula,"(Pallas, 1769)",Aethia,2,554029,1,FALSE,0.8,0,,,,,Alcidae,,Aethia psittacula,
186,Brachyramphus brevirostris,,Brachyramphus,2,Brachyramphus brevirostris,"(Vigors, 1829)",Brachyramphus,2,176998,1,FALSE,0.8,0,,,,,Alcidae,,Brachyramphus brevirostris,
187,Brachyramphus marmoratus,,Brachyramphus,2,Brachyramphus marmoratus,"(Gmelin, 1789)",Brachyramphus,2,176996,1,FALSE,0.8,0,,,,,Alcidae,,Brachyramphus marmoratus,
188,Cepphus columba,,Cepphus,2,Cepphus columba,"Pallas, 1811",Cepphus,2,176991,1,FALSE,0.8,0,,,,,Alcidae,,Cepphus columba,
189,Alle alle,,Alle,2,Alle alle,"(Linnaeus, 1758)",Alle,2,176982,1,FALSE,0.8,0,,,,,Alcidae,,Alle alle,
190,Uria lomvia,,Uria,2,Uria lomvia,"(Linnaeus, 1758)",Uria,2,176978,1,FALSE,0.8,0,,,,,Alcidae,,Uria lomvia,
191,Uria aalge,,Uria,2,Uria aalge,"(Pontoppidan, 1763)",Uria,2,176974,1,FALSE,0.8,0,,,,,Alcidae,,Uria aalge,
192,Synthliboramphus antiquus,,Synthliboramphus,2,Synthliboramphus antiquus,"(Gmelin, 1789)",Synthliboramphus,2,177008,1,FALSE,0.8,0,,,,,Alcidae,,Synthliboramphus antiquus,
193,Synthliboramphus scrippsi,,Synthliboramphus,2,Synthliboramphus craveri,"(Salvadori, 1865)",Synthliboramphus,2,177010,1,TRUE,0.55,5,,,,,Alcidae,,Synthliboramphus craveri,
194,Synthliboramphus hypoleucus,,Synthliboramphus,2,Synthliboramphus hypoleucus,"(Xantus de Vesey, 1860)",Synthliboramphus,2,177011,1,FALSE,0.8,0,,,,,Alcidae,,Synthliboramphus hypoleucus,
195,Hydrocoloeus minutus,,Hydrocoloeus,2,Hydrocoloeus minutus,"(Pallas, 1776)",Hydrocoloeus,2,824065,1,FALSE,0.8,0,,,,,Laridae,,Hydrocoloeus minutus,
