SORTER,Submitted_Name,Submitted_Author,Submitted_Genus,Submitted_Rank,Name_in_database,Author_in_database,Genus_in_database,Rank_in_database,ID_in_database,Name_set,Fuzzy,Score,name.dist,author.dist,New_name,New_author,New_ID,Family,Name_spLev,Accepted_SPNAME,NOTE
196,Rhodostethia rosea,,Rhodostethia,2,Rhodostethia rosea,"(MacGillivray, 1824)",Rhodostethia,2,176864,1,FALSE,0.8,0,,,,,Laridae,,Rhodostethia rosea,
197,Rissa tridactyla,,Rissa,2,Rissa tridactyla,"(Linnaeus, 1758)",Rissa,2,176875,1,FALSE,0.8,0,,,,,Laridae,,Rissa tridactyla,
198,Rissa brevirostris,,Rissa,2,Rissa brevirostris,"(Bruch, 1853)",Rissa,2,176845,1,FALSE,0.8,0,,,,,Laridae,,Rissa brevirostris,
199,Pagophila eburnea,,Pagophila,2,Pagophila eburnea,"(Phipps, 1774)",Pagophila,2,176851,1,FALSE,0.8,0,,,,,Laridae,,Pagophila eburnea,
200,Xema sabini,,Xema,2,Xema sabini,"(Sabine, 1819)",Xema,2,176866,1,FALSE,0.8,0,,,,,Laridae,,Xema sabini,
201,Chroicocephalus philadelphia,,Chroicocephalus,2,Chroicocephalus philadelphia,"(Ord, 1815)",Chroicocephalus,2,824040,1,FALSE,0.8,0,,,,,Laridae,,Chroicocephalus philadelphia,
202,Chroicocephalus ridibundus,,Chroicocephalus,2,Chroicocephalus ridibundus,"(Linnaeus, 1766)",Chroicocephalus,2,824041,1,FALSE,0.8,0,,,,,Laridae,,Chroicocephalus ridibundus,
203,Leucophaeus atricilla,,Leucophaeus,2,Leucophaeus atricilla,"(Linnaeus, 1758)",Leucophaeus,2,824079,1,FALSE,0.8,0,,,,,Laridae,,Leucophaeus atricilla,
204,Leucophaeus pipixcan,,Leucophaeus,2,Leucophaeus pipixcan,"(Wagler, 1831)",Leucophaeus,2,824082,1,FALSE,0.8,0,,,,,Laridae,,Leucophaeus pipixcan,
205,Larus crassirostris,,Larus,2,Larus crassirostris,"Vieillot, 1818",Larus,2,176831,1,FALSE,0.8,0,,,,,Laridae,,Larus crassirostris,
206,Larus heermanni,,Larus,2,Larus heermanni,"Cassin, 1852",Larus,2,176841,1,FALSE,0.8,0,,,,,Laridae,,Larus heermanni,
207,Larus canus,,Larus,2,Larus canus,"Linnaeus, 1758",Larus,2,176832,1,FALSE,0.8,0,,,,,Laridae,,Larus canus,
208,Larus brachyrhynchus,,Larus,2,Larus ichthyaetus,"Pallas, 1773",Larus,2,824068-176855,1,TRUE,0.4,8,,Ichthyaetus ichthyaetus,"(Pallas, 1773)",824068,Laridae,,Ichthyaetus ichthyaetus,
209,Larus delawarensis,,Larus,2,Larus delawarensis,"Ord, 1815",Larus,2,176830,1,FALSE,0.8,0,,,,,Laridae,,Larus delawarensis,
210,Larus occidentalis,,Larus,2,Larus occidentalis,"Audubon, 1839",Larus,2,176817,1,FALSE,0.8,0,,,,,Laridae,,Larus occidentalis,
211,Larus smithsonianus,,Larus,2,Larus smithsonianus,"Coues, 1862",Larus,2,824077,1,FALSE,0.8,0,,,,,Laridae,,Larus smithsonianus,
212,Larus vegae,,Larus,2,Larus vegae,"Palmen, 1887",Larus,2,824078,1,FALSE,0.8,0,,,,,Laridae,,Larus vegae,
213,Larus marinus,,Larus,2,Larus marinus,"Linnaeus, 1758",Larus,2,176815,1,FALSE,0.8,0,,,,,Laridae,,Larus marinus,
214,Larus hyperboreus,,Larus,2,Larus hyperboreus,"Gunnerus, 1767",Larus,2,176808,1,FALSE,0.8,0,,,,,Laridae,,Larus hyperboreus,
215,Larus fuscus,,Larus,2,Larus fuscus,"Linnaeus, 1758",Larus,2,176821,1,FALSE,0.8,0,,,,,Laridae,,Larus fuscus,
216,Larus californicus,,Larus,2,Larus californicus,"Lawrence, 1854",Larus,2,176829,1,FALSE,0.8,0,,,,,Laridae,,Larus californicus,
217,Larus glaucescens,,Larus,2,Larus glaucescens,"J. F. Naumann, 1840",Larus,2,176814,1,FALSE,0.8,0,,,,,Laridae,,Larus glaucescens,
218,Larus schistisagus,,Larus,2,Larus schistisagus,"Stejneger, 1884",Larus,2,176816,1,FALSE,0.8,0,,,,,Laridae,,Larus schistisagus,
219,Larus glaucoides,,Larus,2,Larus glaucoides,"B. Meyer, 1822",Larus,2,176811,1,FALSE,0.8,0,,,,,Laridae,,Larus glaucoides,
220,Sternula antillarum,,Sternula,2,Sternula antillarum,"Lesson, 1847",Sternula,2,824127,1,FALSE,0.8,0,,,,,Laridae,,Sternula antillarum,
221,Hydroprogne caspia,,Hydroprogne,2,Hydroprogne caspia,"(Pallas, 1770)",Hydroprogne,2,176935,1,FALSE,0.8,0,,,,,Laridae,,Hydroprogne caspia,
222,Chlidonias niger,,Chlidonias,2,Chlidonias niger,"(Linnaeus, 1758)",Chlidonias,2,176959,1,FALSE,0.8,0,,,,,Laridae,,Chlidonias niger,
223,Sterna forsteri,,Sterna,2,Sterna forsteri,"Nuttall, 1834",Sterna,2,176887,1,FALSE,0.8,0,,,,,Laridae,,Sterna forsteri,
224,Sterna paradisaea,,Sterna,2,Sterna paradisaea,"Pontoppidan, 1763",Sterna,2,176890,1,FALSE,0.8,0,,,,,Laridae,,Sterna paradisaea,
225,Sterna hirundo,,Sterna,2,Sterna hirundo,"Linnaeus, 1758",Sterna,2,176888,1,FALSE,0.8,0,,,,,Laridae,,Sterna hirundo,
226,Thalasseus elegans,,Thalasseus,2,Thalasseus elegans,"(Gambel, 1849)",Thalasseus,2,176931,1,FALSE,0.8,0,,,,,Laridae,,Thalasseus elegans,
227,Podilymbus podiceps,,Podilymbus,2,Podilymbus podiceps,"(Linnaeus, 1758)",Podilymbus,2,174505,1,FALSE,0.8,0,,,,,Podicipedidae,,Podilymbus podiceps,
228,Podiceps auritus,,Podiceps,2,Podiceps auritus,"(Linnaeus, 1758)",Podiceps,2,174482,1,FALSE,0.8,0,,,,,Podicipedidae,,Podiceps auritus,
229,Podiceps grisegena,,Podiceps,2,Podiceps grisegena,"(Boddaert, 1783)",Podiceps,2,174479,1,FALSE,0.8,0,,,,,Podicipedidae,,Podiceps grisegena,
230,Podiceps nigricollis,,Podiceps,2,Podiceps nigricollis,"C. L. Brehm, 1831",Podiceps,2,174485,1,FALSE,0.8,0,,,,,Podicipedidae,,Podiceps nigricollis,
231,Aechmophorus occidentalis,,Aechmophorus,2,Aechmophorus occidentalis,"(Lawrence, 1858)",Aechmophorus,2,174503,1,FALSE,0.8,0,,,,,Podicipedidae,,Aechmophorus occidentalis,
232,Aechmophorus clarkii,,Aechmophorus,2,Aechmophorus clarkii,"(Lawrence, 1858)",Aechmophorus,2,554027,1,FALSE,0.8,0,,,,,Podicipedidae,,Aechmophorus clarkii,
233,Phaethon rubricauda,,Phaethon,2,Phaethon rubricauda,"Boddaert, 1783",Phaethon,2,174679,1,FALSE,0.8,0,,,,,Phaethontidae,,Phaethon rubricauda,
234,Gavia stellata,,Gavia,2,Gavia stellata,"(Pontoppidan, 1763)",Gavia,2,174474,1,FALSE,0.8,0,,,,,Gaviidae,,Gavia stellata,
235,Gavia arctica,,Gavia,2,Gavia arctica,"(Linnaeus, 1758)",Gavia,2,174471,1,FALSE,0.8,0,,,,,Gaviidae,,Gavia arctica,
236,Gavia pacifica,,Gavia,2,Gavia pacifica,"(Lawrence, 1858)",Gavia,2,174475,1,FALSE,0.8,0,,,,,Gaviidae,,Gavia pacifica,
237,Gavia immer,,Gavia,2,Gavia immer,"(Brunnich, 1764)",Gavia,2,174469,1,FALSE,0.8,0,,,,,Gaviidae,,Gavia immer,
238,Gavia adamsii,,Gavia,2,Gavia adamsii,"(G. R. Gray, 1859)",Gavia,2,174470,1,FALSE,0.8,0,,,,,Gaviidae,,Gavia adamsii,
239,Phoebastria immutabilis,,Phoebastria,2,Phoebastria immutabilis,"(Rothschild, 1893)",Phoebastria,2,554378,1,FALSE,0.8,0,,,,,Diomedeidae,,Phoebastria immutabilis,
240,Phoebastria nigripes,,Phoebastria,2,Phoebastria nigripes,"(Audubon, 1839)",Phoebastria,2,554379,1,FALSE,0.8,0,,,,,Diomedeidae,,Phoebastria nigripes,
241,Phoebastria albatrus,,Phoebastria,2,Phoebastria albatrus,"(Pallas, 1769)",Phoebastria,2,554377,1,FALSE,0.8,0,,,,,Diomedeidae,,Phoebastria albatrus,
242,Hydrobates furcatus,,Hydrobates,2,Hydrobates pelagicus,"(Linnaeus, 1758)",Hydrobates,2,174663,1,TRUE,0.45,7,,,,,Hydrobatidae,,Hydrobates pelagicus,
243,Hydrobates leucorhous,,Hydrobates,2,Hydrobates pelagicus,"(Linnaeus, 1758)",Hydrobates,2,174663,1,TRUE,0.45,7,,,,,Hydrobatidae,,Hydrobates pelagicus,
244,Fulmarus glacialis,,Fulmarus,2,Fulmarus glacialis,"(Linnaeus, 1761)",Fulmarus,2,174536,1,FALSE,0.8,0,,,,,Procellariidae,,Fulmarus glacialis,
245,Pterodroma ultima,,Pterodroma,2,Pterodroma ultima,"Murphy, 1949",Pterodroma,2,174592,1,FALSE,0.8,0,,,,,Procellariidae,,Pterodroma ultima,
246,Pterodroma inexpectata,,Pterodroma,2,Pterodroma inexpectata,"(J. R. Forster, 1844)",Pterodroma,2,174569,1,FALSE,0.8,0,,,,,Procellariidae,,Pterodroma inexpectata,
247,Pterodroma sandwichensis,,Pterodroma,2,Pterodroma sandwichensis,"(Ridgway, 1884)",Pterodroma,2,562561,1,FALSE,0.8,0,,,,,Procellariidae,,Pterodroma sandwichensis,
248,Pterodroma cookii,,Pterodroma,2,Pterodroma cookii,"(G. R. Gray, 1843)",Pterodroma,2,554395,1,FALSE,0.8,0,,,,,Procellariidae,,Pterodroma cookii,
249,Ardenna creatopus,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
250,Ardenna carneipes,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
251,Ardenna gravis,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
252,Ardenna bulleri,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
253,Ardenna grisea,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
254,Ardenna tenuirostris,,Ardenna,2,,,,,,1,TRUE,,,,,,,,,,No matching result
255,Puffinus puffinus,,Puffinus,2,Puffinus puffinus,"(Brunnich, 1764)",Puffinus,2,174555,1,FALSE,0.8,0,,,,,Procellariidae,,Puffinus puffinus,
256,Puffinus opisthomelas,,Puffinus,2,Puffinus opisthomelas,"Coues, 1864",Puffinus,2,554396,1,FALSE,0.8,0,,,,,Procellariidae,,Puffinus opisthomelas,
257,Mycteria americana,,Mycteria,2,Mycteria americana,"Linnaeus, 1758",Mycteria,2,174897,1,FALSE,0.8,0,,,,,Ciconiidae,,Mycteria americana,
258,Fregata magnificens,,Fregata,2,Fregata magnificens,"Mathews, 1914",Fregata,2,174763,1,FALSE,0.8,0,,,,,Fregatidae,,Fregata magnificens,
259,Sula sula,,Sula,2,Sula sula,"(Linnaeus, 1766)",Sula,2,174707,1,FALSE,0.8,0,,,,,Sulidae,,Sula sula,
260,Sula brewsteri,,Sula,2,Sula granti,"Rothschild, 1902",Sula,2,726047,1,TRUE,0.5,6,,,,,Sulidae,,Sula granti,
261,Sula dactylatra,,Sula,2,Sula dactylatra,"Lesson, 1831",Sula,2,174699,1,FALSE,0.8,0,,,,,Sulidae,,Sula dactylatra,
262,Sula granti,,Sula,2,Sula granti,"Rothschild, 1902",Sula,2,726047,1,FALSE,0.8,0,,,,,Sulidae,,Sula granti,
263,Sula nebouxii,,Sula,2,Sula nebouxii,"Milne-Edwards, 1882",Sula,2,174702,1,FALSE,0.8,0,,,,,Sulidae,,Sula nebouxii,
264,Urile penicillatus,,Urile,2,,,,,,1,TRUE,,,,,,,,,,No matching result
265,Urile urile,,Urile,2,,,,,,1,TRUE,,,,,,,,,,No matching result
266,Urile pelagicus,,Urile,2,,,,,,1,TRUE,,,,,,,,,,No matching result
267,Nannopterum auritum,,Nannopterum,2,,,,,,1,TRUE,,,,,,,,,,No matching result
268,Plegadis chihi,,Plegadis,2,Plegadis chihi,"(Vieillot, 1817)",Plegadis,2,174926,1,FALSE,0.8,0,,,,,Threskiornithidae,,Plegadis chihi,
269,Pelecanus erythrorhynchos,,Pelecanus,2,Pelecanus erythrorhynchos,"Gmelin, 1789",Pelecanus,2,174684,1,FALSE,0.8,0,,,,,Pelecanidae,,Pelecanus erythrorhynchos,
270,Pelecanus occidentalis,,Pelecanus,2,Pelecanus occidentalis,"Linnaeus, 1766",Pelecanus,2,174685,1,FALSE,0.8,0,,,,,Pelecanidae,,Pelecanus occidentalis,
271,Botaurus lentiginosus,,Botaurus,2,Botaurus lentiginosus,"(Rackett, 1813)",Botaurus,2,174856,1,FALSE,0.8,0,,,,,Ardeidae,,Botaurus lentiginosus,
272,Botaurus exilis,,Botaurus,2,Botaurus stellaris,"(Linnaeus, 1758)",Botaurus,2,174859,1,TRUE,0.5,6,,,,,Ardeidae,,Botaurus stellaris,
273,Nycticorax nycticorax,,Nycticorax,2,Nycticorax nycticorax,"(Linnaeus, 1758)",Nycticorax,2,174832,1,FALSE,0.8,0,,,,,Ardeidae,,Nycticorax nycticorax,
274,Egretta caerulea,,Egretta,2,Egretta caerulea,"(Linnaeus, 1758)",Egretta,2,174827,1,FALSE,0.8,0,,,,,Ardeidae,,Egretta caerulea,
275,Egretta tricolor,,Egretta,2,Egretta tricolor,"(Statius Muller, 1776)",Egretta,2,174826,1,FALSE,0.8,0,,,,,Ardeidae,,Egretta tricolor,
276,Egretta thula,,Egretta,2,Egretta thula,"(Molina, 1782)",Egretta,2,174813,1,FALSE,0.8,0,,,,,Ardeidae,,Egretta thula,
277,Butorides virescens,,Butorides,2,Butorides virescens,"(Linnaeus, 1758)",Butorides,2,174793,1,FALSE,0.8,0,,,,,Ardeidae,,Butorides virescens,
278,Ardea ibis,,Ardea,2,Ardea alba,"Linnaeus, 1758",Ardea,2,554135,1,TRUE,0.6,4,,,,,Ardeidae,,Ardea alba,Multiple results
279,Ardea alba,,Ardea,2,Ardea alba,"Linnaeus, 1758",Ardea,2,554135,1,FALSE,0.8,0,,,,,Ardeidae,,Ardea alba,
280,Ardea herodias,,Ardea,2,Ardea herodias,"Linnaeus, 1758",Ardea,2,174773,1,FALSE,0.8,0,,,,,Ardeidae,,Ardea herodias,
281,Gymnogyps californianus,,Gymnogyps,2,Gymnogyps californianus,"(Shaw, 1797)",Gymnogyps,2,175274,1,FALSE,0.8,0,,,,,Cathartidae,,Gymnogyps californianus,
282,Coragyps atratus,,Coragyps,2,Coragyps atratus,"(Bechstein, 1793)",Coragyps,2,175272,1,FALSE,0.8,0,,,,,Cathartidae,,Coragyps atratus,
283,Cathartes aura,,Cathartes,2,Cathartes aura,"(Linnaeus, 1758)",Cathartes,2,175265,1,FALSE,0.8,0,,,,,Cathartidae,,Cathartes aura,
284,Pandion haliaetus,,Pandion,2,Pandion haliaetus,"(Linnaeus, 1758)",Pandion,2,175590,1,FALSE,0.8,0,,,,,Pandionidae,,Pandion haliaetus,
285,Elanus leucurus,,Elanus,2,Elanus leucurus,"(Vieillot, 1818)",Elanus,2,175282,1,FALSE,0.8,0,,,,,Accipitridae,,Elanus leucurus,
286,Aquila chrysaetos,,Aquila,2,Aquila chrysaetos,"(Linnaeus, 1758)",Aquila,2,175407,1,FALSE,0.8,0,,,,,Accipitridae,,Aquila chrysaetos,
287,Accipiter striatus,,Accipiter,2,Accipiter striatus,"Vieillot, 1808",Accipiter,2,175304,1,FALSE,0.8,0,,,,,Accipitridae,,Accipiter striatus,
288,Astur cooperii,,Astur,2,Otus cooperi,"(Ridgway, 1878)",Otus,2,686661-1063362,1,TRUE,0.6,4,,Megascops cooperi,"(Ridgway, 1878)",686661,Strigidae,,Megascops cooperi,
289,Astur atricapillus,,Astur,2,Otus atricapillus,"(Temminck, 1822)",Otus,2,686676-555397,1,TRUE,0.65,3,,Megascops atricapilla,"(Temminck, 1822)",686676,Strigidae,,Megascops atricapilla,
290,Circus hudsonius,,Circus,2,Circus buffoni,"(Gmelin, 1788)",Circus,2,175434,1,TRUE,0.55,5,,,,,Accipitridae,,Circus buffoni,
291,Haliaeetus leucocephalus,,Haliaeetus,2,Haliaeetus leucocephalus,"(Linnaeus, 1766)",Haliaeetus,2,175420,1,FALSE,0.8,0,,,,,Accipitridae,,Haliaeetus leucocephalus,
292,Ictinia mississippiensis,,Ictinia,2,Ictinia mississippiensis,"(A. Wilson, 1811)",Ictinia,2,554268,1,FALSE,0.8,0,,,,,Accipitridae,,Ictinia mississippiensis,
293,Buteo platypterus,,Buteo,2,Buteo platypterus,"(Vieillot, 1823)",Buteo,2,175365,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo platypterus,
294,Buteo lineatus,,Buteo,2,Buteo lineatus,"(Gmelin, 1788)",Buteo,2,175359,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo lineatus,
295,Buteo swainsoni,,Buteo,2,Buteo swainsoni,"Bonaparte, 1838",Buteo,2,175367,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo swainsoni,
296,Buteo jamaicensis,,Buteo,2,Buteo jamaicensis,"(Gmelin, 1788)",Buteo,2,175350,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo jamaicensis,
297,Buteo lagopus,,Buteo,2,Buteo lagopus,"(Pontoppidan, 1763)",Buteo,2,175373,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo lagopus,
298,Buteo regalis,,Buteo,2,Buteo regalis,"(G. R. Gray, 1844)",Buteo,2,175377,1,FALSE,0.8,0,,,,,Accipitridae,,Buteo regalis,
299,Tyto furcata,,Tyto,2,Tyto furcata,"(Temminck, 1827)",Tyto,2,1063228,1,FALSE,0.8,0,,,,,Tytonidae,,Tyto furcata,
300,Psiloscops flammeolus,,Psiloscops,2,Psiloscops flammeolus,"(Kaup, 1852)",Psiloscops,2,1063247,1,FALSE,0.8,0,,,,,Strigidae,,Psiloscops flammeolus,
301,Megascops kennicottii,,Megascops,2,Megascops kennicottii,"(D. G. Elliot, 1867)",Megascops,2,686659,1,FALSE,0.8,0,,,,,Strigidae,,Megascops kennicottii,
302,Bubo scandiacus,,Bubo,2,Bubo scandiacus,"(Linnaeus, 1758)",Bubo,2,686683,1,FALSE,0.8,0,,,,,Strigidae,,Bubo scandiacus,
303,Bubo virginianus,,Bubo,2,Bubo virginianus,"(J. F. Gmelin, 1788)",Bubo,2,177884,1,FALSE,0.8,0,,,,,Strigidae,,Bubo virginianus,
304,Surnia ulula,,Surnia,2,Surnia ulula,"(Linnaeus, 1758)",Surnia,2,177898,1,FALSE,0.8,0,,,,,Strigidae,,Surnia ulula,
305,Glaucidium gnoma,,Glaucidium,2,Glaucidium gnoma,"Wagler, 1832",Glaucidium,2,177902,1,FALSE,0.8,0,,,,,Strigidae,,Glaucidium gnoma,
306,Athene cunicularia,,Athene,2,Athene cunicularia,"(Molina, 1782)",Athene,2,177946,1,FALSE,0.8,0,,,,,Strigidae,,Athene cunicularia,
307,Strix occidentalis,,Strix,2,Strix occidentalis,"(Xántus de Vésey, 1860)",Strix,2,177925,1,FALSE,0.8,0,,,,,Strigidae,,Strix occidentalis,
308,Strix varia,,Strix,2,Strix varia,"Barton, 1799",Strix,2,177921,1,FALSE,0.8,0,,,,,Strigidae,,Strix varia,
309,Strix nebulosa,,Strix,2,Strix nebulosa,"J. R. Forster, 1772",Strix,2,177929,1,FALSE,0.8,0,,,,,Strigidae,,Strix nebulosa,
310,Asio otus,,Asio,2,Asio otus,"(Linnaeus, 1758)",Asio,2,177932,1,FALSE,0.8,0,,,,,Strigidae,,Asio otus,
311,Asio flammeus,,Asio,2,Asio flammeus,"(Pontoppidan, 1763)",Asio,2,177935,1,FALSE,0.8,0,,,,,Strigidae,,Asio flammeus,
312,Aegolius funereus,,Aegolius,2,Aegolius funereus,"(Linnaeus, 1758)",Aegolius,2,177938,1,FALSE,0.8,0,,,,,Strigidae,,Aegolius funereus,
313,Aegolius acadicus,,Aegolius,2,Aegolius acadicus,"(J. F. Gmelin, 1788)",Aegolius,2,177942,1,FALSE,0.8,0,,,,,Strigidae,,Aegolius acadicus,
314,Megaceryle alcyon,,Megaceryle,2,Megaceryle alcyon,"(Linnaeus, 1758)",Megaceryle,2,178106,1,FALSE,0.8,0,,,,,Alcedinidae,,Megaceryle alcyon,
315,Sphyrapicus thyroideus,,Sphyrapicus,2,Sphyrapicus thyroideus,"(Cassin, 1852)",Sphyrapicus,2,178208,1,FALSE,0.8,0,,,,,Picidae,,Sphyrapicus thyroideus,
316,Sphyrapicus varius,,Sphyrapicus,2,Sphyrapicus varius,"(Linnaeus, 1766)",Sphyrapicus,2,178202,1,FALSE,0.8,0,,,,,Picidae,,Sphyrapicus varius,
317,Sphyrapicus nuchalis,,Sphyrapicus,2,Sphyrapicus nuchalis,"S. F. Baird, 1858",Sphyrapicus,2,178211,1,FALSE,0.8,0,,,,,Picidae,,Sphyrapicus nuchalis,
318,Sphyrapicus ruber,,Sphyrapicus,2,Sphyrapicus ruber,"(J. F. Gmelin, 1788)",Sphyrapicus,2,178212,1,FALSE,0.8,0,,,,,Picidae,,Sphyrapicus ruber,
319,Melanerpes lewis,,Melanerpes,2,Melanerpes lewis,"(G. R. Gray, 1849)",Melanerpes,2,178196,1,FALSE,0.8,0,,,,,Picidae,,Melanerpes lewis,
320,Melanerpes erythrocephalus,,Melanerpes,2,Melanerpes erythrocephalus,"(Linnaeus, 1758)",Melanerpes,2,178186,1,FALSE,0.8,0,,,,,Picidae,,Melanerpes erythrocephalus,
321,Melanerpes formicivorus,,Melanerpes,2,Melanerpes formicivorus,"(Swainson, 1827)",Melanerpes,2,178189,1,FALSE,0.8,0,,,,,Picidae,,Melanerpes formicivorus,
322,Picoides dorsalis,,Picoides,2,Picoides dorsalis,"S. F. Baird, 1858",Picoides,2,685725,1,FALSE,0.8,0,,,,,Picidae,,Picoides dorsalis,
323,Picoides arcticus,,Picoides,2,Picoides arcticus,"(Swainson, 1832)",Picoides,2,178250,1,FALSE,0.8,0,,,,,Picidae,,Picoides arcticus,
324,Dryobates pubescens,,Dryobates,2,Dryobates pubescens,"(Linnaeus, 1766)",Dryobates,2,1145276,1,FALSE,0.8,0,,,,,Picidae,,Dryobates pubescens,
325,Dryobates villosus,,Dryobates,2,Dryobates villosus,"(Linnaeus, 1766)",Dryobates,2,1145285-1145323,1,FALSE,0.8,0,,Leuconotopicus villosus,"(Linnaeus, 1766)",1145285,Picidae,,Leuconotopicus villosus,
326,Dryobates albolarvatus,,Dryobates,2,Dryobates albolarvatus,"(Cassin, 1850)",Dryobates,2,1145286-1145322,1,FALSE,0.8,0,,Leuconotopicus albolarvatus,"(Cassin, 1850)",1145286,Picidae,,Leuconotopicus albolarvatus,
327,Dryocopus pileatus,,Dryocopus,2,Dryocopus pileatus,"(Linnaeus, 1758)",Dryocopus,2,178166,1,FALSE,0.8,0,,,,,Picidae,,Dryocopus pileatus,
328,Colaptes auratus,,Colaptes,2,Colaptes auratus,"(Linnaeus, 1758)",Colaptes,2,178154,1,FALSE,0.8,0,,,,,Picidae,,Colaptes auratus,
329,Caracara plancus,,Caracara,2,Caracara plancus,"(J. F. Miller, 1777)",Caracara,2,554146,1,FALSE,0.8,0,,,,,Falconidae,,Caracara plancus,
330,Falco tinnunculus,,Falco,2,Falco tinnunculus,"Linnaeus, 1758",Falco,2,175620,1,FALSE,0.8,0,,,,,Falconidae,,Falco tinnunculus,
331,Falco sparverius,,Falco,2,Falco sparverius,"Linnaeus, 1758",Falco,2,175622,1,FALSE,0.8,0,,,,,Falconidae,,Falco sparverius,
332,Falco columbarius,,Falco,2,Falco columbarius,"Linnaeus, 1758",Falco,2,175613,1,FALSE,0.8,0,,,,,Falconidae,,Falco columbarius,
333,Falco rusticolus,,Falco,2,Falco rusticolus,"Linnaeus, 1758",Falco,2,175599,1,FALSE,0.8,0,,,,,Falconidae,,Falco rusticolus,
334,Falco peregrinus,,Falco,2,Falco peregrinus,"Tunstall, 1771",Falco,2,175604,1,FALSE,0.8,0,,,,,Falconidae,,Falco peregrinus,
335,Falco mexicanus,,Falco,2,Falco mexicanus,"Schlegel, 1850",Falco,2,175603,1,FALSE,0.8,0,,,,,Falconidae,,Falco mexicanus,
336,Contopus cooperi,,Contopus,2,Contopus cooperi,"(Nuttall, 1831)",Contopus,2,554221,1,FALSE,0.8,0,,,,,Tyrannidae,,Contopus cooperi,
337,Contopus sordidulus,,Contopus,2,Contopus sordidulus,"P. L. Sclater, 1859",Contopus,2,178360,1,FALSE,0.8,0,,,,,Tyrannidae,,Contopus sordidulus,
338,Contopus virens,,Contopus,2,Contopus virens,"(Linnaeus, 1766)",Contopus,2,178359,1,FALSE,0.8,0,,,,,Tyrannidae,,Contopus virens,
339,Empidonax flaviventris,,Empidonax,2,Empidonax flaviventris,"(W. M. Baird &amp; S. F. Baird, 1843)",Empidonax,2,178338,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax flaviventris,
340,Empidonax virescens,,Empidonax,2,Empidonax virescens,"(Vieillot, 1818)",Empidonax,2,178339,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax virescens,
341,Empidonax alnorum,,Empidonax,2,Empidonax alnorum,"Brewster, 1895",Empidonax,2,178340,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax alnorum,
342,Empidonax traillii,,Empidonax,2,Empidonax traillii,"(Audubon, 1828)",Empidonax,2,178341,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax traillii,
343,Empidonax minimus,,Empidonax,2,Empidonax minimus,"(W. M. Baird &amp; S. F. Baird, 1843)",Empidonax,2,178344,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax minimus,
344,Empidonax hammondii,,Empidonax,2,Empidonax hammondii,"(Xantus de Vesey, 1858)",Empidonax,2,554254,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax hammondii,
345,Empidonax wrightii,,Empidonax,2,Empidonax wrightii,"S. F. Baird, 1858",Empidonax,2,178347,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax wrightii,
346,Empidonax oberholseri,,Empidonax,2,Empidonax oberholseri,"A. R. Phillips, 1939",Empidonax,2,178346,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax oberholseri,
347,Empidonax difficilis,,Empidonax,2,Empidonax difficilis,"S. F. Baird, 1858",Empidonax,2,178348,1,FALSE,0.8,0,,,,,Tyrannidae,,Empidonax difficilis,
348,Sayornis nigricans,,Sayornis,2,Sayornis nigricans,"(Swainson, 1827)",Sayornis,2,178330,1,FALSE,0.8,0,,,,,Tyrannidae,,Sayornis nigricans,
349,Sayornis phoebe,,Sayornis,2,Sayornis phoebe,"(Latham, 1790)",Sayornis,2,178329,1,FALSE,0.8,0,,,,,Tyrannidae,,Sayornis phoebe,
350,Sayornis saya,,Sayornis,2,Sayornis saya,"(Bonaparte, 1825)",Sayornis,2,178333,1,FALSE,0.8,0,,,,,Tyrannidae,,Sayornis saya,
351,Pyrocephalus rubinus,,Pyrocephalus,2,Pyrocephalus rubinus,"(Boddaert, 1783)",Pyrocephalus,2,178371,1,FALSE,0.8,0,,,,,Tyrannidae,,Pyrocephalus rubinus,
352,Myiarchus cinerascens,,Myiarchus,2,Myiarchus cinerascens,"(Lawrence, 1851)",Myiarchus,2,178316,1,FALSE,0.8,0,,,,,Tyrannidae,,Myiarchus cinerascens,
353,Myiarchus crinitus,,Myiarchus,2,Myiarchus crinitus,"(Linnaeus, 1758)",Myiarchus,2,178309,1,FALSE,0.8,0,,,,,Tyrannidae,,Myiarchus crinitus,
