name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,code,ebd_id2022,ebd_id2023
Megaceryle alcyon,3270,1641,3991,9697,NA,NA,717,3900,NA,33.6,Coraciiformes,Alcedinidae,Belted Kingfisher,NA,5,1,0.3,0,1,0,6,7,NA,0.87,0.97,NA,0.84,0,1,alt,148,1,monog,0,20-Mar,20-Jul,0,burrow,90,0,0,0,0,0,0,0,10,0,0,0,0,40,40,0,10,10,0,0,0,0,0,1,0,VertFishScav,10,10,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,belkin1,9939,10022
Chloroceryle americana,3280,1645,3995,9707,9708:9712,NA,719,3910,NA,23.29,Coraciiformes,Alcedinidae,Green Kingfisher,NA,5,1,0.3,1,1,1,3,6,NA,NA,NA,NA,0.84,1,1,alt,33.73,1,monog,0,15-Mar,30-Jun,0,burrow,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,grnkin,9949,10032
Sphyrapicus thyroideus,3290,903,4541,10546,10547:10548,NA,738,4040,3920;4022,32.23,Piciformes,Picidae,Williamson's Sapsucker,NA,6.5,1,0.49,0,1,0,5,6,0.94,0.66,NA,3.67,0.62,0,1,alt,47.6,1,monog,0,5-May,25-Jul,0,cavity,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,40,10,10,20,20,0,0,0,1,0,Omnivore,50,0,0,0,0,0,20,30,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,wilsap,10813,10904
Sphyrapicus varius,3300,900,4542,10549,NA,10551;10552;10556,739,4020,3920;4022,33.85,Piciformes,Picidae,Yellow-bellied Sapsucker,NA,6,0,0.45,1,1,0,5,6,NA,NA,NA,2.72,0.49,0,1,alt,50.3,1,monog,0,10-May,15-Jul,0,cavity,0,0,0,0,0,0,55,5,40,0,0,0,0,0,0,60,0,10,20,10,0,0,0,1,0,Omnivore,50,0,0,0,0,0,10,30,10,0,0,0,0,0,70,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,yebsap,10816,10907
Sphyrapicus nuchalis,3310,901,4543,10550,NA,10551;10552,740,4021,3920;4022,31.72,Piciformes,Picidae,Red-naped Sapsucker,NA,6,0,0.41,0,1,0,4,5,0.91,0.81,0.16,3.2,0.12,0,1,alt,48.49,1,monog,0,20-May,10-Aug,0,cavity,0,0,0,0,0,0,40,30,30,0,0,0,0,0,0,30,0,20,20,30,0,0,0,1,0,Omnivore,40,0,0,0,0,0,10,40,10,0,0,0,0,10,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,rensap,10817,10908
Sphyrapicus ruber,3320,902,4544,10553,10554:10555,10556;10557;10558,741,4030,3920;4022,30.34,Piciformes,Picidae,Red-breasted Sapsucker,NA,7,0,0.45,0,1.5,0,4,5,NA,NA,NA,3.2,0.41,1,1,alt,54.79,1,monog,0,10-May,10-Aug,0,cavity,0,0,0,0,0,0,5,10,85,0,0,0,0,0,0,60,0,0,20,20,0,0,0,1,0,Invertebrate,50,0,0,0,0,0,0,40,0,10,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,rebsap,10820,10911
Melanerpes lewis,3330,878,4547,10564,NA,NA,728,4080,3920,31.38,Piciformes,Picidae,Lewis's Woodpecker,NA,10,0,0.88,0,1,0,6,7,0.83,NA,NA,1.2,0.19,0,1,alt,105.76,1,monog,0,20-May,25-Aug,0,cavity,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,30,30,0,40,0,0,1,0,Invertebrate,60,0,0,0,0,0,20,0,20,0,0,0,30,0,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,lewwoo,10831,10923
Melanerpes erythrocephalus,3340,881,4550,10567,NA,NA,729,4060,3920,29.09,Piciformes,Picidae,Red-headed Woodpecker,NA,9,0,0.62,0,1,0,4,5,0.69,NA,0.4,1.4,0.28,0,1,alt,71.6,1,monog,0,20-May,30-Aug,0,cavity,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,20,20,20,40,0,0,0,0,1,0,Invertebrate,50,10,0,0,10,0,0,0,20,10,0,0,20,10,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,rehwoo,10834,10926
Melanerpes formicivorus,3350,882,4551,10568,10569:10576,NA,730,4070,3920,27.99,Piciformes,Picidae,Acorn Woodpecker,NA,17.5,0,0.87,0,2,0,3,7,NA,NA,NA,1.75,0.35,0,1.7,alt,79.62,2,coop,0,20-Mar,30-Sep,0,cavity,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,30,0,0,10,30,30,0,0,1,0,PlantSeed,20,5,5,5,0,0,10,5,50,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,acowoo,10835,10927
Melanerpes uropygialis,3360,894,4565,10598,10599:10601,NA,735,4110,3920,21.75,Piciformes,Picidae,Gila Woodpecker,NA,7,0,0.72,1,1,0,3,4,NA,NA,NA,NA,0.32,1,2.5,alt,64.66,1,monog,0,1-Apr,30-Aug,0,cavity,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,30,20,10,20,20,0,0,0,1,0,Omnivore,40,10,10,0,0,0,20,10,10,0,0,0,0,20,40,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,gilwoo,10865,10957
Melanerpes aurifrons,3370,897,4568,10604,10605:10617,10618;10619;10621;10622,736,4100,3920,25.08,Piciformes,Picidae,Golden-fronted Woodpecker,NA,5,0,0.72,1,1,0,4,5,NA,NA,NA,NA,0.56,0,2.5,alt,80.77,1,monog,0,20-Mar,30-Jul,0,cavity,0,0,0,0,5,0,35,0,60,0,0,0,0,0,0,30,20,20,30,0,0,0,0,1,0,Omnivore,40,0,0,0,10,0,30,0,20,0,0,0,10,0,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,gofwoo,10871,10963
Melanerpes carolinus,3380,895,4567,10620,10621:10622,10621;10622,737,4090,3920,28.77,Piciformes,Picidae,Red-bellied Woodpecker,NA,12,0,0.66,0,1,0,4,5,0.61,0.7,0.55,NA,0.23,0,2,alt,69.5,1,monog,0,10-Apr,15-Sep,0,cavity,0,0,0,0,5,0,5,0,90,0,0,0,0,0,0,30,0,0,15,45,10,0,0,1,0,Omnivore,30,10,10,0,0,0,20,10,20,0,0,0,10,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,rebwoo,10887,10979
Picoides dorsalis,3390,969,4570,10637,10638:10640,10642,743,4010,3920,28.04,Piciformes,Picidae,American Three-toed Woodpecker,NA,6,0,0.77,1,1,0,3,5,0.66,0.75,NA,2.3,0.58,0,1,alt,55.05,1,monog,0,25-May,30-Jul,0,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,90,0,0,10,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,attwoo1,10904,10996
Picoides arcticus,3400,970,4572,10641,NA,10642,744,4000,3920,25.15,Piciformes,Picidae,Black-backed Woodpecker,NA,7,0,0.63,0,1,0,3,5,0.73,NA,NA,1.8,0.45,0,1,alt,69.24,1,monog,0,25-May,25-Aug,0,cavity,0,0,0,0,0,0,40,20,40,0,0,0,0,0,0,95,5,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bkbwoo,10908,11000
Picoides pubescens,3410,960,4608,10805,10806:10814,10816;10826;10827,746,3940,3920,28.17,Piciformes,Picidae,Downy Woodpecker,Dryobates pubescens,11,0,0.77,1,1,0,3,8,NA,NA,NA,NA,0.77,0,1,alt,25.55,1,monog,0,1-Apr,25-Jul,0,cavity,0,0,0,0,10,0,30,30,30,0,0,0,0,0,0,60,0,20,10,10,0,0,0,1,0,Invertebrate,75,0,0,0,0,0,10,0,10,5,0,0,5,0,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,dowwoo,11083,11175
Picoides nuttallii,3420,958,4610,10815,NA,10816,747,3970,3920,24.41,Piciformes,Picidae,Nuttall's Woodpecker,Dryobates nuttallii,8,0,0.77,1,1,0,4,5,NA,NA,NA,NA,0.6,1,1,alt,37.39,1,monog,0,10-Apr,20-Jul,0,cavity,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,70,10,10,10,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,nutwoo,11093,11185
Picoides scalaris,3430,959,4609,10817,10818:10825,10826;10827;10828;10829,748,3960,3920,24.58,Piciformes,Picidae,Ladder-backed Woodpecker,Dryobates scalaris,7.5,0,0.77,1,1,0,4,6,NA,NA,NA,NA,0.6,1,1,alt,31.59,1,monog,0,15-Apr,25-Jul,0,cavity,0,0,0,0,5,0,75,0,10,10,0,0,0,0,0,80,0,0,10,10,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,labwoo,11095,11187
Picoides borealis,3440,961,4614,10830,NA,NA,749,3950,3920,32.08,Piciformes,Picidae,Red-cockaded Woodpecker,Leuconotopicus borealis;Dryobates borealis,12,0,0.85,0,1,0,2,5,0.8,NA,NA,1.88,0.54,0,0.75,alt,47.99,2,monog,0,5-Apr,30-Jul,0,cavity,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,90,0,0,10,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,recwoo,11109,11201
Picoides villosus,3450,965,4611,10831,10832:10850,10851;10852;10853;10854,750,3930,3920,24.81,Piciformes,Picidae,Hairy Woodpecker,Dryobates villosus,15,0,0.77,1,1,0,3,5,0.74,NA,NA,NA,0.7,0,1,alt,62.65,1,monog,0,15-Mar,30-Jul,0,cavity,0,0,0,0,0,0,10,30,60,0,0,0,0,0,0,60,10,10,20,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,0,0,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,haiwoo,11110,11202
Picoides albolarvatus,3460,966,4615,10855,10856:10857,NA,751,3990,3920,25.8,Piciformes,Picidae,White-headed Woodpecker,Dryobates albolarvatus,9,0,0.83,0,1.5,0,4,5,0.85,NA,NA,2.6,0.58,0,1,alt,61.07,2,monog,0,10-Mar,25-Jul,0,cavity,0,0,0,0,10,0,0,40,50,0,0,0,0,0,0,40,10,30,10,10,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,10,20,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,whhwoo,11134,11226
Picoides stricklandi,3470,962,4581,10864,10865:10867,NA,753,3975,3920,28.38,Piciformes,Picidae,Strickland's Woodpecker,Dryobates stricklandi,5,0,0.77,1,1,0,3,4,NA,NA,NA,NA,0.6,1,1,alt,40.87,1,monog,0,25-Mar,15-Jul,0,cavity,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,50,0,30,20,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strwoo,11143,11236
Campephilus principalis,3480,1037,4408,10966,10967:10968,NA,NA,NA,3920,32.86,Piciformes,Picidae,Ivory-billed Woodpecker,NA,9,1,0.64,1,1.5,1,2,3,0.5,NA,NA,2.11,0.42,0,1,alt,516,2,coop,0,1-Jan,30-Dec,0,cavity,0,0,0,0,0,0,10,10,80,0,0,0,0,0,0,80,0,10,5,5,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ivbwoo,11248,11341
Dryocopus pileatus,3490,1021,4528,11150,11151:11152,NA,764,4050,3920,25.33,Piciformes,Picidae,Pileated Woodpecker,Hylatomus pileatus,9,0,0.64,0,1.5,0,3,5,0.6,NA,NA,2.13,0.44,0,1,alt,286.59,1,monog,0,1-May,15-Jul,0,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,60,10,10,10,10,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,pilwoo,11435,11527
Colaptes auratus,3500,1001,4488,11284,11285:11296,11302;11303,757,4123,4120;4130;4125;3920,26.11,Piciformes,Picidae,Northern Flicker,NA,9,0,0.43,0,1,0,5,8,0.71,NA,NA,5.9,0.65,0,1,alt,131.46,1,monog,0,1-May,5-Aug,0,cavity,5,0,0,0,0,0,5,0,90,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,norfli,11572,11665
Colaptes chrysoides,3505,1003,4489,11297,11298:11301,11302;11303,761,4140,3920,27.502,Piciformes,Picidae,Gilded Flicker,NA,6,0,0.43,1,1,0,3,5,NA,NA,NA,NA,0.65,1,1,alt,111,1,monog,0,1-May,5-Aug,0,cavity,0,0,0,0,0,0,30,10,30,30,0,0,0,0,0,10,50,30,10,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,20,0,20,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,gilfli,11586,11679
Caracara plancus,3510,4925,4663,11347,NA,11348,771,3620,NA,23.67,Falconiformes,Falconidae,Southern Caracara,Caracara cheriway,9,0,0.89,0,3,0,2,3,0.83,NA,NA,1.6,0.63,0,1.2,semialt2,1078.62,1,monog,0,10-Jan,20-Jun,0,platform,0,0,0,0,20,30,40,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,VertFishScav,20,0,20,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,soucar1,11635,11729
Falco sparverius,3520,4950,4687,11407,11408:11426,NA,773,3600,NA,43.77,Falconiformes,Falconidae,American Kestrel,NA,14,0,0.43,0,1.2,0,4,5,0.67,0.76,0.9,NA,0.46,0,1.2,semialt2,114.61,1,monog,0,5-Apr,20-Jul,1,cavity,0,0,0,0,0,0,10,30,60,0,0,0,0,0,0,0,50,40,10,0,0,0,0,1,0,Invertebrate,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,20,0,0,0,0,0,0,0,0,0,0,amekes,11697,11791
Falco columbarius,3530,4963,4699,11441,11442:11451,NA,775,3570,NA,48.9,Falconiformes,Falconidae,Merlin,NA,9,0,0.62,0,1.9,0,4,5,0.9,0.8,0.38,NA,0.27,0,1,semialt2,188.5,1,monog,0,25-Mar,25-Jul,1,platform,0,0,0,10,0,20,50,20,0,0,0,0,0,0,0,0,0,40,30,0,30,0,0,1,0,VertFishScav,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,merlin,11731,11825
Falco femoralis,3540,4962,4702,11467,11468:11470,NA,777,3590,NA,44.59,Falconiformes,Falconidae,Aplomado Falcon,NA,8,0,0.91,0,1.7,0,3,3,0.42,0.76,0.67,NA,0.21,0,1,semialt2,335.76,1,monog,0,5-Mar,30-Jun,1,platform,0,0,0,0,0,0,60,30,10,0,0,0,0,0,0,0,30,30,20,10,10,0,0,1,0,Omnivore,50,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,20,0,0,0,0,0,0,0,0,0,0,aplfal,11759,11853
Falco rusticolus,3550,4978,4714,11486,NA,NA,780,3540,NA,47.49,Falconiformes,Falconidae,Gyr Falcon,NA,12,0,0.9,0,3,0,4,4,0.54,NA,NA,1.5,0.2,0,1,semialt2,1431.72,1,monog,0,1-May,20-Jul,1,scrape,0,0,0,80,0,0,10,10,0,0,0,0,0,0,0,0,70,10,10,0,10,0,0,1,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,gyrfal,11780,11874
Falco peregrinus,3560,4980,4716,11487,11488:11509,11511,781,3560,NA,55.42,Falconiformes,Falconidae,Peregrine Falcon,NA,19,0,0.74,0,3,0,3,4,0.65,NA,NA,1.4,0.26,0,1,semialt2,759.95,1,monog,0,15-Mar,15-Jul,0.1,scrape,0,0,0,60,30,0,0,5,5,0,0,0,0,0,0,0,10,10,10,10,60,0,0,1,0,VertFishScav,10,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,perfal,11781,11875
Falco mexicanus,3570,4979,4715,11510,NA,11511,782,3550,NA,50.51,Falconiformes,Falconidae,Prairie Falcon,NA,17,0,0.78,0,2,0,4,5,0.7,0.75,0.89,NA,0.47,0,1,semialt2,713.07,1,monog,0,15-Apr,30-Jun,0,scrape,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,1,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,prafal,11805,11899
Pachyramphus aglaiae,3580,6242,6286,15314,15315:15322,NA,859,4411,NA,20.13,Passeriformes,Cotingidae,Rose-throated Becard,NA,8,1,0.47,0,1,0,4,6,NA,NA,NA,NA,0.25,1,1,alt,29.69,1,monog,0,15-Mar,5-Sep,0,sphere,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,30,0,20,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,rotbec,15664,15776
Camptostoma imberbe,3590,5848,6486,15780,NA,NA,872,4720,NA,14.1,Passeriformes,Tyrannidae,Northern Beardless-tyrannulet,NA,5,0,0.53,1,1,0,1,3,NA,NA,NA,NA,0.25,1,1.5,alt,7.4,1,monog,0,15-May,25-Jul,0,sphere,0,0,0,0,0,50,40,10,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,nobtyr,16132,16246
Contopus cooperi,3600,6019,6793,16117,NA,NA,912,4590,NA,37.84,Passeriformes,Tyrannidae,Olive-sided Flycatcher,NA,8,1,0.87,0,1,0,3,4,0.39,NA,NA,NA,0.17,0,1,alt,32.1,1,monog,0,5-Jun,15-Aug,0,cup,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,olsfly,16467,16581
Contopus pertinax,3610,6022,6794,16118,16119:16120,NA,913,4600,NA,28.3,Passeriformes,Tyrannidae,Greater Pewee,NA,7,0,0.53,1,1,0,3,4,0.53,NA,NA,1.6,0.24,0,1,alt,27.2,1,monog,0,15-May,5-Jul,0,cup,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,grepew,16469,16583
Contopus sordidulus,3620,6027,6798,16130,16131:16134,16136;16137,914,4620,NA,33.45,Passeriformes,Tyrannidae,Western Wood-pewee,NA,6,0,0.53,1,1,0,2,4,0.56,NA,NA,NA,0.31,0,1,alt,13.1,1,monog,0,1-May,30-Aug,0,cup,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,wewpew,16489,16603
Contopus virens,3630,6028,6799,16135,NA,16136;16137,915,4610,NA,30.92,Passeriformes,Tyrannidae,Eastern Wood-pewee,NA,9,0,0.57,0,1,0,2,4,0.41,NA,NA,2.2,0.3,0,1,alt,13.9,1,monog,0,15-May,20-Sep,0,cup,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,eawpew,16501,16615
Empidonax flaviventris,3640,6036,6779,16176,NA,NA,918,4630,4679,24.11,Passeriformes,Tyrannidae,Yellow-bellied Flycatcher,NA,4,0,0.53,1,1,0,3,4,0.7,0.71,0.53,NA,0.26,0,1,alt,11.8,1,monog,0,10-Jun,30-Jul,0,cup,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,yebfly,16526,16640
Empidonax virescens,3650,6037,6778,16177,NA,NA,919,4650,4679,28.02,Passeriformes,Tyrannidae,Acadian Flycatcher,NA,12,0,0.53,0,1,0,2,4,0.4,0.94,0.53,NA,0.2,0,1.8,alt,12.6,1,monog,0,25-May,5-Aug,0,cup,0,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,40,30,30,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,acafly,16527,16641
Empidonax alnorum,3660,6038,6785,16178,NA,16185,920,4661,4665;4679,20.32,Passeriformes,Tyrannidae,Alder Flycatcher,NA,3,0,0.53,1,1,0,3,4,NA,NA,NA,NA,0.25,1,1.5,alt,12.7,1,monog,0,10-Jun,5-Aug,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,aldfly,16528,16642
Empidonax traillii,3670,6040,6784,16179,16180:16184,16185,921,4660,4665;4679,23.54,Passeriformes,Tyrannidae,Willow Flycatcher,NA,11,0,0.53,1,1,0,3,4,0.54,0.73,0.76,1.1,0.3,0,1,alt,13.39,1,monog,0,5-Jun,15-Aug,0,cup,0,0,0,0,0,60,30,10,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,wilfly,16529,16643
Empidonax minimus,3680,6042,6789,16190,NA,NA,924,4670,4679,22.82,Passeriformes,Tyrannidae,Least Flycatcher,NA,6,0,0.53,1,1,0,3,6,0.52,0.63,0.53,NA,0.17,0,1,alt,10,2,promisc,0,1-Jun,10-Aug,0,cup,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,leafly,16540,16654
Empidonax hammondii,3690,6043,6790,16191,NA,16195,925,4680,4689;4679,23.15,Passeriformes,Tyrannidae,Hammond's Flycatcher,NA,8,1,0.53,1,1,0,3,4,0.54,0.49,0.51,NA,0.14,0,1,alt,10.44,1,monog,0,1-Jun,5-Aug,0,cup,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,hamfly,16541,16655
Empidonax wrightii,3700,6044,6788,16192,NA,16194,926,4691,4679,21.27,Passeriformes,Tyrannidae,Grey Flycatcher,NA,8,1,0.53,1,1,0,3,4,NA,0.9,0.28,3,0.25,0,1,alt,12.3,1,monog,0,10-May,5-Aug,0,cup,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,gryfly,16542,16656
Empidonax oberholseri,3710,6045,6791,16193,NA,16194;16195,927,4690,4689;4679,18.71,Passeriformes,Tyrannidae,American Dusky Flycatcher,NA,8,0,0.5,0,1,0,3,4,0.41,NA,0.52,1.75,0.21,0,1.1,alt,10.4,1,monog,0,1-Jun,15-Aug,0,cup,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,dusfly,16543,16657
Empidonax difficilis,3720,6047,6781,16202,16203:16205,16209;16210,930,4641,4642;4679,21.79,Passeriformes,Tyrannidae,Pacific-slope Flycatcher,NA,6,0,0.53,1,1,0,3,4,NA,NA,NA,NA,0.25,1,1.25,alt,10.7,1,monog,0,25-May,25-Jul,0.2,cavity,0,10,0,20,20,0,40,10,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,pasfly,16552,16667
Empidonax occidentalis,3730,6048,6782,16206,16207:16208,16209;16210,931,4640,4642;4679,20.61,Passeriformes,Tyrannidae,Cordilleran Flycatcher,Empidonax difficilis,6,0,0.53,1,1,0,3,5,NA,NA,NA,NA,0.25,1,1,alt,10.5,1,monog,0,25-Apr,25-Jul,0.2,cavity,0,30,0,20,0,0,40,10,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,corfly,16556,16671
Empidonax fulvifrons,3740,6050,6786,16215,16216:16221,NA,934,4700,4679,19.01,Passeriformes,Tyrannidae,Buff-breasted Flycatcher,NA,8,1,0.53,1,1,0,3,5,0.54,NA,NA,2.08,0.29,0,0,alt,7.9,2,monog,0,30-Mar,5-Jul,0,cup,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,30,60,10,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,bubfly,16565,16679
